atm_id;atm_lat;atm_lon;nearest_malls_name;nearest_malls_dist_m;count_malls_100m;count_malls_300m;count_malls_500m;nearest_supermarkets_name;nearest_supermarkets_dist_m;count_supermarkets_100m;count_supermarkets_300m;count_supermarkets_500m;nearest_pharmacies_hospitals_name;nearest_pharmacies_hospitals_dist_m;count_pharmacies_hospitals_100m;count_pharmacies_hospitals_300m;count_pharmacies_hospitals_500m;count_banks_atms_100m;count_banks_atms_300m;count_banks_atms_500m;competitor_count_total
3917.0;55.075788;82.953191;Нет объектов;;0;0;0;Разлив;93.6;1;4;4;Солнышко;29.8;1;6;10;3;3;3;5.0
3918.0;56.320338;43.947623;Шайба;384.5;0;0;1;Spar;34.9;3;4;6;Аптека №313;43.6;0;0;0;4;10;14;17.0
3919.0;51.666926;39.206746;ЦУМ;101.6;0;1;1;Ladoga Wine;194.8;0;4;7;Горздрав;54.3;2;13;21;7;16;28;43.0
3920.0;51.668747;36.140122;ТЦ Кристалл;152.8;0;2;3;Европа 2;79.4;0;0;0;Аптека46 Плюс;12.6;3;7;13;1;11;14;14.0
3921.0;55.35183;86.072007;ТРЦ «СитиПарк»;736.8;0;0;0;Ярче!;200.7;0;2;5;Не удалось узнать название;282.6;0;1;2;0;1;2;12.0
3922.0;46.338593;47.983807;Нет объектов;;0;0;0;Погребок;142.2;0;1;2;Аптека №25;91.7;2;2;2;0;1;1;1.0
3923.0;51.657333;39.237774;Не удалось узнать название;538.9;0;0;0;Пятёрочка;495.9;0;0;1;Детская поликлиника №9;274.5;0;1;5;1;1;2;1.0
3924.0;48.713916;44.51198;Царицынский Пассаж;464.9;0;0;1;Бристоль;143.7;0;4;6;Детская поликлиника №15;285.2;0;0;0;2;4;8;17.0
3925.0;45.06573;38.96871;Нет объектов;;0;0;0;Магнит;303.5;0;0;7;Лаки Фарма;273.5;0;2;10;0;2;15;16.0
3926.0;51.719622;94.445527;Не удалось узнать название;17.7;1;1;3;Не удалось узнать название;137.0;0;1;2;Аптека Идегел;149.4;0;2;4;0;3;7;7.0
3927.0;51.808394;107.605756;Нет объектов;;0;0;0;Виноград;116.9;0;1;1;Юнилаб;79.5;1;2;3;0;2;4;4.0
3928.0;51.721742;94.440497;Не удалось узнать название;386.0;0;0;3;Не удалось узнать название;156.0;0;1;2;Не удалось узнать название;61.5;1;2;5;0;0;0;11.0
3929.0;58.603098;92.081629;Нет объектов;;0;0;0;Нет объектов;;0;0;0;Нет объектов;;0;0;0;0;0;0;0.0
3930.0;51.747003;36.193958;Не удалось узнать название;125.4;0;0;0;Пятёрочка;112.3;0;5;9;"ФКУЗ ""МСЧ МВД России по Курской области""";64.3;4;12;25;3;13;23;36.0
3931.0;60.000106;30.385865;Нет объектов;;0;0;0;Пятёрочка;185.7;0;1;3;Невис;418.0;0;0;4;1;2;4;7.0
3932.0;51.700815;94.414113;"""Пять звезд""";597.8;0;0;0;Нет объектов;;0;0;0;Нефрологический центр;707.0;0;0;0;0;0;0;0.0
3933.0;45.03591;41.959328;Кейсария;467.4;0;0;1;Пятерочка;317.6;0;0;4;Центр медицинских книжек и справок;74.4;1;4;13;2;3;13;24.0
3934.0;53.1854;45.064076;Не удалось узнать название;458.4;0;0;2;Не удалось узнать название;32.0;1;4;7;Вита Экспресс;58.4;2;4;7;0;1;3;3.0
3935.0;54.319276;48.396889;Амарант;91.6;0;0;0;Гулливер;63.8;2;4;8;Вита Центральная;10.1;2;5;10;5;21;33;41.0
3936.0;46.353567;48.053912;ТЦ Айсберг;199.8;0;2;2;Магнит;334.8;0;0;1;КРИСТИ;293.3;0;2;5;0;2;2;12.0
3937.0;54.774867;32.045727;"Торговый центр ""Гамаюн""";16.7;1;1;3;СКА-Банк;158.7;0;0;0;Не удалось узнать название;116.0;0;6;15;2;7;16;21.0
3938.0;61.790487;34.36559;Карелия-маркет;594.1;0;0;0;Перекрёсток;88.8;1;2;9;Сердце Карелии;83.2;0;0;0;3;13;16;25.0
3939.0;53.541774;49.390497;Парк Хаус;31.3;1;4;4;Ашан;64.7;1;1;3;Не удалось узнать название;377.7;0;0;2;2;2;3;4.0
3940.0;45.070912;39.000412;Квадрат;557.2;0;0;0;Магнит;320.5;0;0;2;Не удалось узнать название;8.4;1;3;6;1;5;11;15.0
3941.0;50.593996;36.600563;Нет объектов;;0;0;0;1000 мелочей;88.2;1;2;5;Больница РЖД-Медицина;217.4;0;2;3;1;3;11;13.0
3942.0;51.519044;46.019623;Не удалось узнать название;920.9;0;0;0;Магнит;358.2;0;0;4;Аптечный пункт;292.0;0;1;4;1;1;5;17.0
3943.0;53.148476;48.461262;Пассаж;330.6;0;0;1;Пятёрочка;47.4;1;4;4;МастерСлух;32.2;1;8;8;0;1;4;4.0
3944.0;56.274185;43.920359;Нет объектов;;0;0;0;Бристоль;25.3;4;8;16;Апрель;35.9;2;6;14;0;2;3;3.0
3945.0;53.203398;50.144489;inCube;77.4;1;3;4;Арцах;161.0;0;5;11;Не удалось узнать название;166.4;0;3;7;1;8;13;14.0
3946.0;53.19133;50.188929;Аврора;102.1;0;1;1;Гипер Лента;113.2;0;2;8;Не удалось узнать название;6.7;3;6;12;1;1;3;4.0
3947.0;51.610902;45.996114;Нет объектов;;0;0;0;Семейный;108.2;0;4;7;Вита Экспресс;93.4;1;3;9;1;4;4;4.0
3948.0;50.2587;127.527991;ЦУМ;597.0;0;0;0;Не удалось узнать название;58.0;1;1;1;ТвояАптека.рф;164.2;0;2;4;1;4;5;17.0
3949.0;51.561919;45.994434;Проспект;248.3;0;1;1;Bier House;110.5;0;6;10;Не удалось узнать название;16.9;1;4;6;1;5;7;8.0
3950.0;55.753286;37.715507;Город Лефортово;835.7;0;0;0;Fanagoria;71.8;1;4;9;Ваша № 1;25.3;1;6;11;0;0;0;22.0
3951.0;48.471138;135.119051;Нет объектов;;0;0;0;Винлаб;115.3;0;5;5;Юнилаб;161.8;0;1;2;0;0;0;3.0
3952.0;57.81367;28.347444;ЦУМ;862.6;0;0;0;Магнит;118.3;0;3;5;Не удалось узнать название;107.1;0;2;4;2;5;9;16.0
3953.0;59.554601;150.814757;Парк Авеню;288.8;0;1;1;Ладья;314.1;0;0;4;Поликлиника № 3;88.9;1;3;7;1;3;5;5.0
3954.0;52.033475;113.516689;Эльдорадо;473.7;0;0;1;Привоз;100.2;0;1;6;Медлюкс;236.5;0;1;5;1;2;8;16.0
3955.0;52.074522;113.482742;ТЦ Царский;3.8;1;3;3;ТЦ Читинка;248.3;0;1;3;Аптека;30.7;1;3;6;5;8;8;9.0
3956.0;51.624166;114.342034;Радуга;234.8;0;1;1;Пятёрочка;205.8;0;1;1;"ГУЗ ""Карымская центральная районная больница""";216.1;0;2;3;0;1;2;2.0
3957.0;51.764453;55.100144;Империя Арт;289.7;0;1;2;Вейпшоп Par.Im - Парим в центре;83.3;1;4;5;Аптека на Советской;96.4;1;3;8;2;7;12;20.0
3958.0;52.031004;113.498228;Grand City;72.2;1;1;1;Арбат;141.4;0;2;4;Не удалось узнать название;84.2;1;9;15;1;12;23;34.0
3959.0;58.581103;49.661474;Мегаполис;477.1;0;0;1;Бристоль;310.3;0;0;3;Вита Центральная;419.3;0;0;2;0;2;3;9.0
3960.0;54.998597;73.353983;ТК Айсберг;333.6;0;0;1;X. O.;17.1;2;4;6;Фармакопейка;37.1;1;11;20;0;0;0;18.0
3961.0;56.994082;40.974226;Рекона-Фа;86.5;1;3;4;Бристоль;261.2;0;2;7;Антей;82.5;1;7;17;5;8;22;26.0
3962.0;54.623972;39.753272;"ТЦ ""Маяк""";101.2;0;1;3;Ароматный мир;66.1;2;7;14;Будь здоров!;248.6;0;3;11;3;19;23;26.0
3963.0;53.193008;45.015944;ТЦ Арбат;82.4;1;1;8;Бристоль;72.4;1;2;4;АптекиПлюс;47.0;1;5;7;1;9;24;36.0
3964.0;55.745108;37.626825;Нет объектов;;0;0;0;Ароматный мир;140.1;0;3;5;Ригла;82.0;1;3;11;3;7;15;32.0
3965.0;52.233662;104.302382;Версаль;21.3;3;3;3;ХлебСоль;160.7;0;2;2;Детская поликлиника №6;186.7;0;2;3;0;0;1;1.0
3966.0;49.796033;129.40423;Нет объектов;;0;0;0;Винлаб;290.0;0;1;2;Перекресток;59.9;2;2;5;0;1;5;6.0
3967.0;50.545235;137.020506;Магазин Пятёрочка;280.3;0;1;1;Десяточка;60.4;1;5;7;Андромеда;9.9;3;3;5;2;3;6;9.0
3968.0;48.488064;135.085356;Магазины радости;279.6;0;1;2;Ленинградский;86.8;1;4;6;Юнилаб;228.8;0;2;2;0;0;0;4.0
3969.0;43.117345;131.888674;Торговый пассаж;155.9;0;5;10;Винлаб;240.3;0;2;7;Владивостокская стоматологическая поликлиника №1;118.6;0;7;12;6;28;54;60.0
3970.0;43.09282;131.96936;Орион;161.1;0;2;2;Фреш 25;133.2;0;3;4;Не удалось узнать название;130.4;0;6;14;0;5;7;6.0
3971.0;43.125321;131.90523;Голубиная падь;145.8;0;1;2;Реми;230.2;0;3;8;Медицинский центр Лотос;44.8;1;4;10;1;12;13;18.0
3972.0;57.001985;40.983353;ТЦ «Плаза»;736.7;0;0;0;Перекрёсток;411.9;0;0;1;Не удалось узнать название;96.8;1;1;6;0;5;19;30.0
3973.0;51.684814;39.183507;Нет объектов;;0;0;0;Хмельник;504.7;0;0;0;Власта;103.3;0;5;17;2;3;6;12.0
3974.0;48.497445;135.097914;Большая медведица;18.0;2;2;2;Пеликан;30.4;1;1;4;Аптека № 144;243.4;0;1;1;2;5;5;5.0
3975.0;48.121792;132.470414;Нет объектов;;0;0;0;Нет объектов;;0;0;0;Нет объектов;;0;0;0;0;0;0;0.0
3976.0;46.309243;44.270945;Не удалось узнать название;110.6;0;0;0;Покупочка;128.0;0;6;11;Детский доктор;75.5;2;4;11;9;13;21;22.0
3977.0;57.625706;39.885783;Европа;142.0;0;5;8;Пятёрочка;179.7;0;3;12;Столички;80.9;1;7;10;1;15;27;31.0
3978.0;51.698001;94.407475;Нет объектов;;0;0;0;Нет объектов;;0;0;0;Нефрологический центр;350.3;0;0;1;0;0;0;0.0
3979.0;50.545235;137.020506;Магазин Пятёрочка;280.3;0;1;1;Десяточка;60.4;1;5;7;Андромеда;9.9;3;3;5;2;3;6;9.0
3980.0;51.716313;94.475558;Нет объектов;;0;0;0;Нет объектов;;0;0;0;Аптека Идегел;61.6;0;0;0;0;0;0;0.0
3981.0;56.462456;84.940157;Рояль;613.4;0;0;0;Kruger Haus;43.4;1;5;7;Фиалка;86.0;1;1;3;1;1;1;3.0
3982.0;52.03794;113.512242;Карибы;362.8;0;0;2;Продмикс;493.0;0;0;1;Аптечный склад;151.4;0;2;4;1;2;5;19.0
3983.0;57.767707;40.91721;Нет объектов;;0;0;0;Десяточка;400.1;0;0;2;Будь здоров!;407.5;0;0;3;0;0;1;2.0
3984.0;53.020002;39.125772;Не удалось узнать название;622.8;0;0;0;Магнит;207.4;0;2;2;Аптека Мелиса;203.7;0;1;2;0;1;1;1.0
3985.0;51.503023;46.117144;Лазурный;92.4;1;1;1;Перекрёсток;59.2;1;2;4;Мелодия здоровья;75.0;1;2;6;3;3;4;4.0
3986.0;50.258729;127.518361;Нет объектов;;0;0;0;Винлаб;31.0;1;1;1;АмурМед;207.1;0;6;8;0;1;2;6.0
3987.0;43.35247;132.170655;Комфорт;255.7;0;1;1;Не удалось узнать название;115.5;0;2;5;Не удалось узнать название;90.1;1;6;7;2;9;11;12.0
3988.0;43.094051;131.902813;Первомай;8.9;2;4;4;Михайловский;15.8;1;3;4;Юнилаб;239.2;0;1;3;3;6;10;12.0
3989.0;53.208861;44.978161;Не удалось узнать название;110.6;0;1;1;Пятёрочка;68.4;3;5;7;Нет объектов;;0;0;0;2;5;5;5.0
3990.0;54.514211;36.264584;Детский мир;46.1;2;4;5;Верный;181.8;0;9;16;Вита Экспресс;62.1;1;13;26;2;12;28;41.0
3991.0;56.36297;41.311741;Глобус;552.4;0;0;0;Пятёрочка;68.2;1;2;3;Ладушка;48.6;0;0;0;1;3;5;9.0
3992.0;56.985515;40.994735;Нет объектов;;0;0;0;Бристоль;684.6;0;0;0;Не удалось узнать название;11.1;3;7;8;0;0;0;6.0
3993.0;58.531695;31.250098;ТЦ Компас;367.4;0;0;1;Осень;258.4;0;1;3;Здоровье;264.5;0;0;0;1;1;5;8.0
3994.0;52.038705;113.511739;Карибы;414.8;0;0;2;Два капитана;488.4;0;0;1;Не удалось узнать название;72.9;1;2;5;1;2;5;20.0
3995.0;48.48804;135.084161;Магазины радости;241.7;0;2;2;НК-Сити;24.6;1;5;6;Юнилаб;214.2;0;1;3;0;0;1;5.0
3996.0;55.989436;37.22641;Не удалось узнать название;60.0;1;1;1;Магнит;60.0;1;3;9;Не удалось узнать название;42.1;1;3;6;1;1;3;8.0
3997.0;58.530149;31.271164;ТЦ Компас;873.0;0;0;0;Градусы;66.3;1;4;8;Будь здоров!;62.0;2;9;18;5;6;15;25.0
3998.0;51.839066;107.599854;Сагаан морин;390.1;0;0;2;Николаевский;105.5;0;0;0;Лара;309.1;0;0;3;0;6;10;12.0
3999.0;56.465967;84.96407;Арка;186.0;0;2;3;Калина-малина;88.5;1;11;17;Вита;90.7;1;6;15;1;10;14;21.0
4000.0;56.516263;85.03368;Весна;163.7;0;2;2;Фуд-Сити;17.1;1;4;7;Вита;23.2;1;6;7;10;16;18;20.0
4001.0;56.460218;84.956237;999;362.8;0;0;4;Ярче!;158.5;0;4;14;Медицинский центр;110.6;0;5;10;1;2;15;25.0
4002.0;51.843896;107.514407;Нет объектов;;0;0;0;Абсолют;13.5;1;2;3;филиал поликлиники # 1;250.4;0;1;3;0;0;0;1.0
4003.0;51.810671;107.661632;ТЦ «Заря»;8.2;1;2;2;Титан Парк;223.5;0;1;1;Юнилаб;711.3;0;0;0;0;3;3;4.0
4004.0;56.259923;83.973776;Торговый центр;273.9;0;2;3;Красное&Белое;49.7;2;2;5;Апрель;96.8;1;4;4;1;2;2;2.0
4005.0;50.280263;127.483785;Нет объектов;;0;0;0;Прима;866.0;0;0;0;Нет объектов;;0;0;0;0;0;0;0.0
4006.0;50.269779;127.497969;Нет объектов;;0;0;0;Не удалось узнать название;309.9;0;0;1;Больница Городская;10.1;11;24;29;0;0;2;2.0
4007.0;48.789439;132.925698;Давид;248.0;0;1;3;Не удалось узнать название;453.3;0;0;0;Женская консультация;182.1;0;4;4;0;0;8;10.0
4008.0;46.345941;48.020288;вАСТОРг;637.0;0;0;0;Пятёрочка;614.8;0;0;0;Шах аптека;253.1;0;1;2;1;1;2;4.0
4009.0;51.813461;107.670121;People’s Park;434.9;0;0;1;Абсолют;7.9;1;1;2;Городская поликлиника № 3;734.3;0;0;0;0;1;3;4.0
4010.0;48.527192;135.050788;Политенцентр;931.8;0;0;0;Нет объектов;;0;0;0;Новая аптека;778.9;0;0;0;0;0;1;1.0
4011.0;51.292967;106.538737;Нет объектов;;0;0;0;Не удалось узнать название;204.4;0;1;2;Женская консультация;498.4;0;0;1;1;1;1;0.0
4012.0;48.525951;135.170714;Нет объектов;;0;0;0;Нет объектов;;0;0;0;Нет объектов;;0;0;0;0;0;0;0.0
4013.0;50.263238;127.537028;Не удалось узнать название;190.2;0;0;0;Винлаб;64.1;1;1;2;Семейная аптека;234.9;0;4;11;1;4;9;20.0
4014.0;55.295611;85.995021;Нет объектов;;0;0;0;база алкогольной продукции ТРИУМФ;29.5;1;1;1;Нет объектов;;0;0;0;0;0;0;0.0
4015.0;56.261263;83.976633;Торговый центр;69.9;2;2;2;Пивнуха Булдакова;117.7;0;4;4;Максим;4.9;2;3;4;1;2;2;2.0
4016.0;56.017322;92.998826;"Торгово-выставочный комплекс ""Республика""";509.2;0;0;0;777;679.3;0;0;0;Инфекционное отделение Красноярской межрайонной больницы №5;741.4;0;0;0;1;1;1;1.0
4017.0;53.834734;91.390213;Октябрьский;460.5;0;0;1;Jager;368.2;0;0;10;Дешёвая Аптека;411.4;0;0;0;0;0;6;6.0
4018.0;55.163513;61.430931;ТРК «Горки»;76.6;1;1;1;Лента;4.8;1;4;4;Лотос;415.6;0;0;1;1;4;6;10.0
4019.0;55.656412;37.527382;"Торговый центр ""Калужский""";931.5;0;0;0;Атак;299.0;0;1;3;медскан.рф;309.6;0;0;3;0;1;1;3.0
4020.0;53.389198;83.73221;Алтай;18.2;1;3;3;Десяточка;696.8;0;0;0;Живика;918.2;0;0;0;0;0;0;1.0
4021.0;53.367642;83.675329;Бум;0.6;1;3;4;Лента;16.2;1;2;4;Живика;82.1;1;2;7;1;3;4;6.0
4022.0;51.721279;94.442159;Не удалось узнать название;303.4;0;0;4;Не удалось узнать название;116.8;0;1;2;Не удалось узнать название;53.7;1;2;3;0;5;7;9.0
4023.0;47.235552;39.715013;ТЦ Миллениум;719.1;0;0;0;Магнит;108.1;0;1;4;Не удалось узнать название;174.6;0;8;20;0;0;1;4.0
4024.0;56.255708;93.531599;Нет объектов;;0;0;0;Аквариум;142.8;0;1;5;Аптека №10;117.9;0;1;5;2;3;14;31.0
4025.0;57.821781;28.291371;Пик 60;16.6;1;2;2;ЛитРа;193.2;0;4;11;Горздрав;153.3;0;5;7;1;7;7;7.0
4026.0;49.013681;131.886679;Нет объектов;;0;0;0;Нет объектов;;0;0;0;Не удалось узнать название;279.7;0;0;0;0;1;1;1.0
4027.0;55.570645;37.575864;"Торговый центр ""Круг""";227.7;0;1;3;Пятёрочка;124.4;0;3;9;Горздрав;44.3;1;7;17;3;4;9;10.0
4028.0;46.823371;134.256004;Нет объектов;;0;0;0;Винлаб;182.8;0;1;1;Нет объектов;;0;0;0;0;0;0;0.0
4029.0;48.720752;44.533819;Арго;225.6;0;2;2;Пятёрочка;129.1;0;3;4;Вита Экспресс;84.6;1;7;13;1;8;10;11.0
4030.0;55.058688;82.913611;Роял Парк;348.6;0;0;1;Красное&Белое;136.4;0;0;0;Фармаимпекс;48.7;3;14;22;3;20;27;28.0
4031.0;54.984119;82.891603;Версаль;40.7;1;2;4;Лента;84.4;1;1;3;Фармакопейка;162.7;0;7;12;3;11;18;22.0
4032.0;52.041286;47.393147;Нет объектов;;0;0;0;Гулливер;205.2;0;2;2;Вита Экспресс;99.4;1;1;1;1;2;4;4.0
4033.0;55.031376;82.917726;ЦУМ;575.6;0;0;0;Пятёрочка;474.1;0;0;1;Радуга Эконом;105.7;0;4;12;5;11;20;38.0
4034.0;55.030008;82.920501;ЦУМ;803.1;0;0;0;Лента;357.3;0;0;2;Радуга Эконом;141.1;0;2;14;0;10;25;37.0
4035.0;55.04319;82.933877;Юпитер;629.2;0;0;0;Не удалось узнать название;237.4;0;3;9;Фармакопейка;9.6;3;7;19;0;1;7;14.0
4036.0;55.064602;82.989214;Нет объектов;;0;0;0;Не удалось узнать название;317.3;0;0;1;Городская клиническая больница №2;264.6;0;1;3;0;0;0;0.0
4037.0;48.790312;132.933747;Натали;65.6;1;4;6;DaVita;291.4;0;1;2;Бира-Фарм;197.5;0;2;4;1;4;11;10.0
4038.0;55.194619;34.299807;Акросоп;665.3;0;0;0;Не удалось узнать название;730.2;0;0;0;Не удалось узнать название;668.0;0;0;0;0;0;0;0.0
4039.0;52.604872;39.594486;ТЦ Amata-Plaza;316.4;0;0;1;Красное&Белое;324.7;0;0;5;Андромеда;336.4;0;0;5;0;1;9;12.0
4040.0;56.24462;90.48084;ТЦ «Калина»;77.3;1;1;1;Космос;449.6;0;0;0;Красноярская краевая психиатрическая больница №4;101.9;0;1;1;0;0;0;0.0
4041.0;43.133124;131.898717;Игнат;653.0;0;0;0;Амадора;120.7;0;6;11;Аптека25.рф;40.7;1;6;9;4;7;17;20.0
4042.0;55.721665;37.523276;Нет объектов;;0;0;0;Азбука Вкуса;537.8;0;0;0;Психоневрологический диспансер №1;528.5;0;0;0;0;0;0;1.0
4043.0;43.110883;132.350956;торговый центр «Меркурий»;192.1;0;3;6;«Малибу»;28.0;1;6;8;«Аптечный двор»;117.5;0;3;6;3;10;12;12.0
4044.0;58.602189;92.090693;Нет объектов;;0;0;0;Нет объектов;;0;0;0;Нет объектов;;0;0;0;0;0;0;0.0
4045.0;52.25713;104.344063;ТЦ Цветной парк;593.0;0;0;0;Виноград;522.2;0;0;0;ADS Clinic;342.6;0;0;2;0;0;2;4.0
4046.0;43.368286;132.315921;Нет объектов;;0;0;0;Нет объектов;;0;0;0;Не удалось узнать название;278.7;0;1;5;1;1;1;1.0
4047.0;53.703267;91.401972;Ролби;512.8;0;0;0;Пятёрочка;380.5;0;0;3;Не удалось узнать название;61.4;1;1;5;2;2;2;2.0
4048.0;56.474102;84.949742;ПочтальON;497.7;0;0;1;Виноград;268.8;0;1;4;Аптека;155.2;0;3;11;2;8;9;16.0
4049.0;56.46539;84.950164;Рояль;383.3;0;0;1;Пятёрочка;198.3;0;1;3;НПО Вирион;180.7;0;1;3;1;6;13;14.0
4050.0;48.527192;135.050788;Политенцентр;931.8;0;0;0;Раз Два;768.4;0;0;0;Новая аптека;778.9;0;0;0;0;0;1;1.0
4051.0;56.556021;84.094402;Нет объектов;;0;0;0;Ярче!;184.8;0;2;2;Эвалар;200.9;0;2;3;0;3;6;5.0
4052.0;43.348399;132.15656;Авиатор;410.9;0;0;1;Pinta Beer;302.8;0;0;1;Не удалось узнать название;76.1;1;3;5;0;0;4;4.0
4053.0;47.254351;39.765759;"Торговый центр ""Сельмаш""";10.7;0;0;0;Магнит;107.6;0;2;4;Вита Экспресс;48.6;1;5;12;2;4;6;6.0
4054.0;55.65335;37.646336;"Торгово-развлекательный центр ""Москворечье""";5.6;1;2;2;Перекрёсток;57.7;1;2;3;36,6;17.0;2;3;6;4;9;11;9.0
4055.0;52.949601;36.060388;Нет объектов;;0;0;0;Пятёрочка;333.2;0;0;0;Социалочка;392.4;0;0;0;0;1;1;2.0
4056.0;46.333746;48.055852;Не удалось узнать название;971.9;0;0;0;Лента;7.5;2;4;5;Алоэ;35.6;1;2;4;3;3;3;6.0
4057.0;48.482923;135.072348;Дом быта;420.9;0;0;2;Глобус;123.6;0;1;11;Не удалось узнать название;156.4;0;2;7;1;3;13;14.0
4058.0;50.262006;127.535213;Амурская ярмарка;6.1;2;4;5;Винлаб;228.0;0;1;2;Семейная аптека;97.6;1;5;12;2;8;10;21.0
4059.0;50.919277;128.480052;Ярмарка;780.9;0;0;0;Не удалось узнать название;35.3;1;2;5;ФармОптик;76.0;1;7;9;2;7;9;11.0
4060.0;44.698756;37.78483;Нет объектов;;0;0;0;Магнит;282.6;0;1;4;Дубрава;241.6;0;1;6;0;0;2;3.0
4061.0;45.017964;39.049217;Нет объектов;;0;0;0;Кентро;437.4;0;0;3;Трик-Фарма;41.1;1;1;1;1;4;7;12.0
4062.0;45.01144;39.122574;Нет объектов;;0;0;0;О’КЕЙ;178.6;0;1;1;Нет объектов;;0;0;0;0;4;4;4.0
4063.0;68.9663;33.068773;Пионер;134.1;0;1;2;ТК Забота;95.7;1;2;8;Поликлиника №1;103.6;0;11;14;0;0;0;29.0
4064.0;54.989822;73.395736;ТД На Омской;312.0;0;0;2;Пятёрочка;484.1;0;0;1;Варикоза Нет;224.0;0;3;6;0;0;1;9.0
4065.0;55.007375;73.385711;Бутырский базар;949.0;0;0;0;Пятёрочка;283.2;0;1;4;Нет объектов;;0;0;0;0;0;0;1.0
4066.0;56.844688;53.208661;Терракот / магазин Пряжа;188.1;0;1;6;Пятёрочка;107.0;0;6;8;Фармакон;87.7;1;7;12;3;4;19;26.0
4067.0;55.169714;61.444047;Башня;1.4;1;1;1;Красное&Белое;74.8;1;2;3;Фармленд;20.1;2;7;9;4;4;5;11.0
4068.0;53.742783;91.435138;Не удалось узнать название;128.6;0;1;1;Бристоль;61.7;1;5;6;Оидис;256.5;0;1;3;0;2;3;5.0
4069.0;54.992399;73.367242;Омский;395.8;0;0;2;Красное & Белое;289.1;0;1;3;Фармакопейка;157.2;0;3;8;0;7;28;35.0
4070.0;55.225871;36.660858;Нет объектов;;0;0;0;Нет объектов;;0;0;0;Нет объектов;;0;0;0;0;0;0;0.0
4071.0;48.486613;135.075842;Дом одежды;344.8;0;0;1;Пеликан;39.2;1;5;7;Диагностический кабинет ХФ ФГБУ «МНТК «Микрохирургия глаза»;178.2;0;2;4;2;3;5;8.0
4072.0;48.472566;135.059825;Лотос;160.7;0;1;1;Максим;129.5;0;4;7;Социальная аптека;130.5;0;3;7;1;5;11;14.0
4073.0;53.412557;83.929579;"Торговый центр ""Park""";3.5;1;2;2;Мария-Ра;182.3;0;3;4;Нет объектов;;0;0;0;0;6;7;8.0
4074.0;53.3503;83.695595;ТРЦ Весна;742.0;0;0;0;Янтарный рынок;3.4;1;3;3;Не удалось узнать название;141.8;0;1;3;0;0;0;3.0
4075.0;54.9857;73.374015;Любинский;92.2;1;1;1;ВинАград;315.4;0;0;1;Поликлиника №1;66.5;1;3;3;0;2;10;16.0
4076.0;54.934598;73.332711;Карпинского;285.5;0;1;2;Пятёрочка;230.0;0;2;2;Госаптека №10;73.6;1;1;4;0;2;2;3.0
4077.0;53.010115;158.737233;Нет объектов;;0;0;0;Нет объектов;;0;0;0;Нет объектов;;0;0;0;0;0;0;0.0
4078.0;51.736965;36.13793;"ТЦ ""Бумеранг""";15.0;1;1;2;Красное&Белое;148.7;0;2;10;Целитель;160.8;0;6;13;1;5;18;41.0
4079.0;48.437036;135.104094;Подсолнух;4.1;1;4;4;Винлаб;81.1;1;2;6;Детская городская поликлиника №17;152.7;0;3;4;0;0;0;1.0
4080.0;64.550426;39.78562;ЦУМ;6.6;1;2;4;Магнит;154.7;0;2;5;Вита Норд;21.3;1;4;7;3;8;9;9.0
4081.0;55.356677;86.074873;ТЦ «Я»;534.5;0;0;0;Калина-Малина;91.7;1;2;6;Фармакопейка;25.2;2;6;12;2;10;12;17.0
4082.0;50.267758;127.536848;Мега;12.7;2;7;10;Винлаб;196.8;0;1;2;Социальная аптека;16.5;2;5;9;1;5;9;14.0
4083.0;51.394376;128.13333;Выбор;568.2;0;0;0;Не удалось узнать название;241.4;0;1;1;Нет объектов;;0;0;0;0;0;1;2.0
4084.0;50.256184;127.554707;Нет объектов;;0;0;0;Винлаб;10.3;2;2;2;ТвояАптека.рф;88.1;1;7;10;0;0;0;9.0
4085.0;53.188568;50.089126;Опера;454.6;0;0;1;Пятёрочка;8.1;2;4;8;Вита Экспресс;77.0;1;5;10;1;2;5;7.0
4086.0;53.132363;45.022745;Не удалось узнать название;13.8;2;7;8;Пятёрочка;395.8;0;0;4;Вита Центральная;26.3;2;4;8;0;0;0;0.0
4087.0;53.698635;91.403023;Ролби;6.9;1;1;1;"ТРК ""Ролби""";14.5;0;0;0;Не удалось узнать название;505.3;0;0;0;0;0;2;2.0
4088.0;48.790525;132.922338;Давид;514.5;0;0;0;Винлаб;225.9;0;1;3;Женская консультация;272.7;0;1;7;2;2;6;10.0
4089.0;52.459601;39.558131;Нет объектов;;0;0;0;Нет объектов;;0;0;0;Нет объектов;;0;0;0;0;0;0;0.0
4090.0;53.056274;158.636344;ПерекуCity;75.3;1;6;7;Ретро;229.7;0;3;8;Фармация;28.1;1;6;17;2;9;25;27.0
4091.0;48.455043;135.091752;Нет объектов;;0;0;0;Винлаб;210.5;0;3;5;ТвояАптека.рф;236.3;0;2;4;0;0;1;1.0
4092.0;46.960957;142.744464;Луч;611.2;0;0;0;Винлаб;418.0;0;0;6;Медлайт;86.8;1;2;4;0;0;0;20.0
4093.0;46.957845;142.730621;Сахалинский дом быта;350.9;0;0;1;Первый Семейный;197.1;0;1;2;Не удалось узнать название;140.2;0;3;5;3;8;14;18.0
4094.0;46.94142;142.739316;Рояль;168.0;0;1;4;Бирлайн;90.3;2;5;7;Аптека № 5;80.7;1;3;5;0;0;1;4.0
