id,atm_group,address_raw,address_geocoded,geo_lon,geo_lat,country,region,municipality,city,street,house,population_density_per_km2,target,is_24_7,contactless_tech,qr_codes,usd_available,eur_available,cash_in,cash_out,cashless_pay,account_statement,access_for_disabled,transfer_p2p,transfer_a2a,loan_payments,nearest_malls_dist_m,count_malls_300m,nearest_supermarkets_dist_m,count_supermarkets_300m,nearest_pharmacies_hospitals_dist_m,count_pharmacies_hospitals_300m,count_banks_atms_300m,nearest_cafes_dist_m,count_cafes_300m,nearest_restaurants_dist_m,count_restaurants_300m,nearest_public_transport_dist_m,count_public_transport_300m,nearest_parking_dist_m,count_parking_300m,nearest_education_dist_m,count_education_300m,nearest_subway_dist_m,nearest_post_offices_dist_m,count_post_offices_300m,has_subway_nearby,nearest_offices_dist_m,count_offices_100m,count_offices_300m,count_offices_500m,count_offices_1000m,count_payment_terminals_100m,count_payment_terminals_300m,count_payment_terminals_500m,count_payment_terminals_1000m,nearest_payment_terminals_dist_m,count_money_transfer_100m,count_money_transfer_300m,count_money_transfer_500m,count_money_transfer_1000m,nearest_money_transfer_dist_m,nearest_shops_food_small_dist_m,count_shops_food_small_100m,count_shops_food_small_300m,count_shops_food_small_500m,count_shops_food_small_1000m,count_hypermarkets_100m,count_hypermarkets_300m,count_hypermarkets_500m,count_hypermarkets_1000m,nearest_hypermarkets_dist_m,count_markets_100m,count_markets_300m,count_markets_500m,count_markets_1000m,nearest_markets_dist_m,nearest_fitness_sport_dist_m,count_fitness_sport_100m,count_fitness_sport_300m,count_fitness_sport_500m,count_fitness_sport_1000m,nearest_hotels_hostels_dist_m,count_hotels_hostels_100m,count_hotels_hostels_300m,count_hotels_hostels_500m,count_hotels_hostels_1000m,count_railway_stations_100m,count_railway_stations_300m,count_railway_stations_500m,count_railway_stations_1000m,nearest_railway_stations_dist_m,count_residential_buildings_100m,count_residential_buildings_300m,count_residential_buildings_500m,count_residential_buildings_1000m,nearest_residential_buildings_dist_m,count_residential_landuse_100m,count_residential_landuse_300m,count_residential_landuse_500m,count_residential_landuse_1000m,nearest_residential_landuse_dist_m,nearest_fuel_dist_m,count_fuel_100m,count_fuel_300m,count_fuel_500m,count_fuel_1000m,count_highway_pedestrian_100m,count_highway_pedestrian_300m,count_highway_pedestrian_500m,count_highway_pedestrian_1000m,nearest_highway_pedestrian_dist_m,nearest_footway_100m_dist_m,count_footway_100m_100m,count_landuse_mix_100m,count_landuse_mix_300m,count_landuse_mix_500m,count_landuse_mix_1000m,nearest_landuse_mix_dist_m,land_use_type,land_use_dist_m,city_center_dist_m,is_city_center,population,city_type,city_size_category,federal_district,macro_region,grp_per_capita_2023_rub,avg_salary_oct_2025_rub,avg_income_q3_2025_rub,is_federal_city,is_federal_district_capital
4301.0,8083.0,"UDMURTSKAYA, 304       Izhevsk        ","Россия, Удмуртская Республика, Ижевск, Удмуртская улица, 304",53.223114,56.858735,Россия,Удмуртская Республика,городской округ Ижевск,Ижевск,Удмуртская улица,304,35.34,0.1072753830048219,False,False,False,False,False,False,False,False,False,False,False,False,False,96.4,7,119.1,3,210.2,2,5,161.9,3,42.4,3,215.0,4,32.8,44,,0,,,0,False,,0,0,0,0,0,0,0,0,,0,0,0,0,,91.6,1,1,2,17,0,0,0,0,,0,1,1,1,273.8,542.6,0,0,0,5,,0,0,0,0,0,0,0,0,,0,0,0,1,559.6,0,0,0,0,,507.9,0,0,0,1,0,0,0,0,,35.1,8,0,0,0,0,,commercial,113.4,1011.0,1,646277.0,regional_capital,large,ПФО,central,610000.0,87942.1,70000.0,False,False
4303.0,8083.0,"Krasnoarmeyskaya, 88   CHelyabinsk    ","Россия, Челябинск, Красноармейская улица, 88",61.412714,55.167771,Россия,Челябинская область,Челябинский городской округ,Челябинск,Красноармейская улица,88,39.26,0.0883509112934353,False,False,False,False,False,False,False,False,False,False,False,False,False,486.6,0,264.6,1,279.7,1,7,461.8,0,222.9,1,156.0,10,72.8,10,5.7,4,0.0,0.0,0,False,184.8,0,11,33,73,0,0,0,0,,0,0,0,0,,263.7,0,1,1,6,0,0,0,0,,0,1,1,2,208.8,615.3,0,0,0,2,582.8,0,0,0,6,0,0,0,0,,0,0,0,0,,0,0,0,0,,199.1,0,2,2,3,0,0,0,0,,,0,2,16,32,87,39.1,residential,39.1,1094.8,1,1189525.0,regional_capital,million+,УФО,ural,570000.0,128688.325,125000.0,False,False
4304.0,8083.0,"Parkovyy Prospekt,17   Perm           ","Россия, Пермь, Парковый проспект, 17",56.155332,57.999158,Россия,Пермский край,городской округ Пермь,Пермь,Парковый проспект,17,15.86,0.1237579360615033,False,False,False,False,False,False,False,False,False,False,False,False,False,7.7,2,120.9,4,86.1,3,3,90.0,2,21.0,4,79.0,4,98.2,8,0.0,0,0.0,0.0,0,False,,0,0,0,0,0,0,0,0,,0,0,0,0,,563.1,0,0,0,1,0,0,0,0,,0,0,0,0,,,0,0,0,0,272.6,0,2,2,2,0,0,0,0,,0,0,0,0,,1,7,10,16,94.8,963.2,0,0,0,1,0,0,0,0,,68.4,1,1,8,14,34,94.8,residential,94.8,4708.0,0,1055397.0,regional_capital,million+,ПФО,central,540000.0,87942.1,70000.0,False,False
4305.0,8083.0,"Kosmonavtov SH, 393/1  Perm           ","Россия, Пермь, шоссе Космонавтов, 393/1",56.118474,57.95178,Россия,Пермский край,городской округ Пермь,Пермь,шоссе Космонавтов,393/1,15.86,0.0356184768018281,False,False,False,False,False,False,False,False,False,False,False,False,False,,0,272.1,1,746.5,0,0,282.1,1,363.1,0,331.3,0,65.4,4,,0,,,0,False,,0,0,0,0,0,0,0,0,,0,0,0,0,,968.5,0,0,0,1,0,0,0,0,,0,0,0,0,,344.3,0,0,1,1,737.6,0,0,0,1,0,0,0,0,,0,0,0,0,,0,0,0,0,,215.2,0,1,1,6,0,0,0,0,,106.6,0,1,1,2,16,59.3,commercial,61.8,9396.0,0,1055397.0,regional_capital,million+,ПФО,central,540000.0,87942.1,70000.0,False,False
4306.0,8083.0,"MARSHALA RYBALKO, 40   Perm           ","Россия, Пермь, улица Маршала Рыбалко, 40",55.954523,58.006059,Россия,Пермский край,городской округ Пермь,Пермь,улица Маршала Рыбалко,40,15.86,0.111686586116082,False,False,False,False,False,False,False,False,False,False,False,False,False,269.1,1,59.4,5,85.6,1,3,147.6,2,200.8,1,83.7,4,212.9,4,230.0,3,0.0,0.0,0,False,,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,1,1,2,192.1,1,4,10,28,66.7,822.5,0,0,0,2,0,0,0,1,709.4,52.8,6,0,0,0,0,,residential,66.7,16254.5,0,1055397.0,regional_capital,million+,ПФО,central,540000.0,87942.1,70000.0,False,False
4307.0,8083.0,"MKR.16A, 76            Nefteyugansk   ","Россия, Ханты-Мансийский автономный округ — Югра, Нефтеюганск, микрорайон 16А, 76",72.617301,61.080494,Россия,Ханты-Мансийский автономный округ — Югра,городской округ Нефтеюганск,Нефтеюганск,unknown,76,3.15,0.2087989254783065,False,False,False,False,False,False,False,False,False,False,False,False,False,267.8,3,272.0,4,50.3,5,5,258.5,2,152.9,3,247.1,3,88.5,10,142.0,5,0.0,0.0,0,False,49.6,2,4,13,32,0,0,0,0,,0,0,0,0,,50.5,3,12,19,48,0,0,0,0,,0,0,0,1,990.2,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,972.6,0,0,0,1,0,4,7,12,167.6,,0,1,1,3,9,93.1,commercial,49.6,1160.7,1,,,,УФО,ural,4945301.0,150000.0,125000.0,False,False
4311.0,8083.0,"TROUDA, 166            CHelyabinsk    ","Россия, Челябинск, улица Труда, 166",61.374526,55.170794,Россия,Челябинская область,Челябинский городской округ,Челябинск,улица Труда,166,39.26,0.1339025741572567,False,False,False,False,False,False,False,False,False,False,False,False,False,288.0,1,10.9,4,46.1,2,3,110.9,2,41.1,5,99.7,8,32.9,8,,0,,,0,False,,0,0,0,0,0,0,0,0,,0,0,0,0,,594.8,0,0,0,3,0,0,0,0,,0,0,0,0,,,0,0,0,0,509.7,0,0,0,3,0,0,0,2,610.7,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,1,25,468.8,263.9,0,0,3,11,57,140.6,commercial,140.6,1702.5,0,1189525.0,regional_capital,million+,УФО,ural,570000.0,128688.325,125000.0,False,False
4312.0,8083.0,"POBEDY, 79             Samara         ","Россия, Самара, улица Победы, 79",50.237609,53.207475,Россия,Самарская область,городской округ Самара,Самара,улица Победы,79,58.51,0.1726181864512158,False,False,False,False,False,False,False,False,False,False,False,False,False,750.8,0,142.1,2,98.6,5,1,588.7,0,632.2,0,115.1,11,493.4,0,118.3,2,114.6,23.2,2,True,144.8,0,5,9,23,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,1011.2,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,3,6,9,239.4,1,3,12,26,66.5,553.7,0,0,0,1,0,0,0,0,,46.8,1,0,0,0,0,,commercial,144.8,,0,1145988.0,regional_capital,million+,ПФО,central,700000.0,87942.1,70000.0,False,False
4313.0,8083.0,"OLKHOVSKAYA, 2         Perm           ","Россия, Пермь, Ольховская улица, 2",56.373946,58.095014,Россия,Пермский край,городской округ Пермь,Пермь,Ольховская улица,2,15.86,0.0554504706300368,False,False,False,False,False,False,False,False,False,False,False,False,False,,0,,0,,0,0,,0,,0,253.8,4,74.7,2,,0,,,0,False,,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,1,1,4,255.2,799.1,0,0,0,1,0,0,0,0,,350.2,0,0,2,2,8,153.7,industrial,153.7,,0,1055397.0,regional_capital,million+,ПФО,central,540000.0,87942.1,70000.0,False,False
4314.0,8083.0,"TSVILLIINGA, 25        CHelyabinsk    ","Россия, Челябинск, улица Цвиллинга, 25",61.405159,55.16486,Россия,Челябинская область,Челябинский городской округ,Челябинск,улица Цвиллинга,25,39.26,0.104772866947918,False,False,False,False,False,False,False,False,False,False,False,False,False,8.5,1,52.2,2,45.5,2,9,109.3,10,44.3,0,63.3,14,80.9,18,,0,,,0,False,82.8,2,18,42,120,0,0,0,0,,0,0,0,0,,356.8,0,0,3,6,0,0,0,0,,0,0,0,3,617.7,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,711.4,0,0,0,4,0,0,0,0,,46.5,4,0,0,0,0,,commercial,8.1,582.9,1,1189525.0,regional_capital,million+,УФО,ural,570000.0,128688.325,125000.0,False,False
4316.0,8083.0,"KHutor Kopanskoy, 85   Krasnodar      ","Россия, городской округ Краснодар, хутор Копанской",38.804121,45.172116,Россия,Краснодарский край,городской округ Краснодар,хутор Копанской,unknown,unknown,78.66,0.1214815009063049,False,False,False,False,False,False,False,False,False,False,False,False,False,,0,,0,,0,0,,0,,0,249.9,2,,0,0.0,0,0.0,260.3,1,False,,0,0,0,0,0,0,0,0,,0,0,0,0,,242.8,0,2,5,5,0,0,0,0,,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,residential,64.8,,0,,,,ЮФО,south,600000.0,76143.4,60000.0,False,False
4317.0,8083.0,"Komsomolskaya, 43      Kuznetsk       ","Россия, Пензенская область, Кузнецк, Комсомольская улица, 43",46.605666,53.115271,Россия,Пензенская область,городской округ Кузнецк,Кузнецк,Комсомольская улица,43,28.94,0.2039280831180616,False,False,False,False,False,False,False,False,False,False,False,False,False,388.0,0,195.2,3,40.5,1,3,38.3,4,290.3,1,213.6,2,99.9,3,,0,,,0,False,,0,0,0,0,0,0,0,0,,0,0,0,0,,138.0,0,1,8,25,0,0,0,0,,0,0,0,3,604.9,269.3,0,1,1,1,276.6,0,1,2,2,0,0,0,1,526.4,0,0,0,0,,0,0,0,0,,272.8,0,1,1,1,0,0,0,0,,,0,0,6,9,24,122.7,commercial,31.5,,0,,,,ПФО,central,610000.0,87942.1,70000.0,False,False
4319.0,8083.0,"50LETIYA OKTYBRY,1     Turuntayevo    ","Россия, Республика Бурятия, Прибайкальский район, село Турунтаево, улица 50 лет Октября, 1",107.63788,52.202665,Россия,Республика Бурятия,Прибайкальский район,село Турунтаево,улица 50 лет Октября,1,2.77,0.1075633246506497,False,False,False,False,False,False,False,False,False,False,False,False,False,119.7,1,,0,10.7,4,2,,0,,0,277.0,1,33.4,3,113.4,2,0.0,0.0,0,False,117.8,0,4,8,12,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,88.7,1,1,1,1,178.0,0,1,1,1,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,commercial,117.8,37262.7,0,,,,ДФО,far_east,1941987.857142857,148263.98333333334,135440.0,False,False
4320.0,8083.0,"LENINA, 31             KHorinsk       ","Россия, Республика Бурятия, Хоринский район, село Хоринск, улица Ленина, 31",109.766528,52.159935,Россия,Республика Бурятия,Хоринский район,село Хоринск,улица Ленина,31,2.77,0.1068897839746319,False,False,False,False,False,False,False,False,False,False,False,False,False,,0,,0,110.4,3,1,123.3,1,,0,320.6,0,324.6,0,0.0,0,0.0,0.0,0,False,115.5,0,1,2,2,0,0,0,0,,0,0,0,0,,356.7,0,0,1,3,0,0,0,0,,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,commercial,115.5,,0,,,,ДФО,far_east,1941987.857142857,148263.98333333334,135440.0,False,False
4322.0,8083.0,"LENINGRADSKAYA, 26     Magnitogorsk   ","Россия, Челябинская область, Магнитогорск, Ленинградская улица, 26",58.98057,53.417999,Россия,Челябинская область,Магнитогорский городской округ,Магнитогорск,Ленинградская улица,26,39.26,0.0838582847261711,False,False,False,False,False,False,False,False,False,False,False,False,False,,0,99.7,4,68.3,2,8,184.4,1,639.3,0,42.2,8,365.0,0,0.0,0,0.0,0.0,0,False,,0,0,0,0,0,0,0,0,,0,0,0,0,,125.1,0,3,6,13,0,0,0,0,,0,0,1,1,416.5,499.5,0,0,1,2,930.9,0,0,0,3,0,0,0,0,,0,0,0,0,,0,3,5,21,125.1,929.3,0,0,0,1,0,0,0,0,,95.2,2,0,3,5,21,125.1,commercial,400.5,1222.8,1,410582.0,city,medium,УФО,ural,570000.0,128688.325,125000.0,False,False
4323.0,8083.0,"OKTYABRSKAYA, 42       Klintsy        ","Россия, Брянская область, Клинцы, Октябрьская улица, 42",32.234104,52.753465,Россия,Брянская область,городской округ Клинцы,Клинцы,Октябрьская улица,42,32.15,0.112491558860129,False,False,False,False,False,False,False,False,False,False,False,False,False,153.5,2,149.3,3,64.7,6,2,132.5,1,137.0,2,53.8,7,219.8,1,42.9,3,0.0,219.9,1,False,,0,0,0,0,0,0,0,0,,0,0,0,0,,193.9,0,2,3,6,0,0,0,0,,0,0,1,1,433.4,,0,0,0,0,410.8,0,0,2,2,0,0,0,0,,0,0,0,0,,0,6,22,68,186.0,,0,0,0,0,2,2,3,8,71.6,25.2,6,0,0,0,0,,commercial,133.9,,0,,,,ЦФО,central,1080887.5,122661.03333333333,102500.0,False,False
4324.0,8083.0,Tuvinskikh DobrovoltsevKyzyl          ,"Россия, Республика Тыва, Кызыл, улица Тувинских Добровольцев, 23",94.442212,51.718394,Россия,Республика Тыва,городской округ Кызыл,Кызыл,улица Тувинских Добровольцев,23,1.98,0.2186083166997159,False,False,False,False,False,True,True,False,False,False,False,False,False,69.0,5,152.6,0,135.6,2,4,245.3,3,189.3,3,173.0,2,160.1,11,0.0,0,0.0,173.2,3,False,19.9,4,10,17,20,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,656.7,0,0,0,1,230.6,0,1,1,5,0,0,0,0,,0,0,0,13,639.8,1,5,16,58,66.5,,0,0,0,0,1,3,3,29,41.2,,0,0,0,0,0,,commercial,19.9,842.7,1,,,,СФО,siberia,363158.0,96647.95,38000.0,False,False
4325.0,8083.0,"Tushinskaya, 17        Moskva         ","Россия, Москва, Тушинская улица, 17",37.44479,55.826665,Россия,Москва,unknown,Москва,Тушинская улица,17,5116.75,0.1193896136261536,False,False,False,False,False,False,False,False,False,False,False,False,False,10.9,1,40.2,4,20.4,9,4,58.4,7,0.0,9,60.5,10,67.9,6,0.0,0,231.6,0.0,0,True,12.9,4,14,28,55,0,0,0,1,761.0,0,0,0,0,,143.8,0,1,3,13,0,0,0,0,,0,0,1,1,390.9,22.4,2,3,4,7,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,727.9,0,0,0,1,0,0,0,0,,36.1,20,0,0,0,0,,commercial,12.9,7251.2,0,13149803.0,federal_city,million+,ЦФО,central,2463550.0,173747.6,120000.0,True,True
4327.0,8083.0,"Kosmonavtov pr, 7      YEkaterinburg  ","Россия, Свердловская область, Екатеринбург, проспект Космонавтов, 7",60.611165,56.863429,Россия,Свердловская область,муниципальное образование Екатеринбург,Екатеринбург,проспект Космонавтов,7,22.01,-0.0138711435516479,False,False,False,False,False,False,False,False,False,False,False,False,False,,0,245.6,3,258.4,2,3,623.7,0,228.1,2,71.4,8,42.3,11,,0,,,0,False,119.0,0,3,9,37,0,0,0,2,501.9,0,0,0,0,,351.5,0,0,2,15,0,0,0,0,,0,0,0,1,662.7,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,6,15,34,138.7,commercial,119.0,,0,1536183.0,regional_capital,million+,УФО,ural,750000.0,89753.3,125000.0,False,True
4328.0,8083.0,Krestovaya 25          RYBINSK        ,"Россия, Ярославская область, Рыбинск, Крестовая улица, 25",38.854615,58.048511,Россия,Ярославская область,городской округ Рыбинск,Рыбинск,Крестовая улица,25,33.52,0.1808996629453907,False,False,False,False,False,False,False,False,False,False,False,False,False,317.1,0,202.5,1,35.2,6,4,29.6,9,44.2,4,88.5,11,239.1,3,0.0,0,0.0,0.0,0,False,,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,,1,1,1,1,75.1,,0,0,0,0,582.9,0,0,0,4,0,0,0,0,,0,0,0,0,,0,2,4,37,145.6,,0,0,0,0,0,0,0,0,,27.0,11,2,8,15,60,59.3,commercial,47.7,,0,,,,ЦФО,central,1080887.5,122661.03333333333,102500.0,False,False
4330.0,8083.0,"MOSKOVSKAY, 79, 1      Krasnodar      ","Россия, Краснодар, Московская улица, 79/1",39.000412,45.070912,Россия,Краснодарский край,городской округ Краснодар,Краснодар,Московская улица,79/1,78.66,0.1289018115630386,False,False,False,False,False,False,False,False,False,False,False,False,False,557.2,0,320.5,0,8.4,0,5,120.9,1,571.1,0,61.3,9,87.9,5,,0,,,0,False,118.3,0,4,19,42,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,2,968.0,362.0,0,0,1,5,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,17,512.8,221.8,0,1,2,4,0,0,0,0,,59.4,5,0,0,1,26,484.2,commercial,118.3,2034.1,0,1131000.0,regional_capital,million+,ЮФО,south,600000.0,76143.4,60000.0,False,False
4331.0,8083.0,"DEMENTEVA, 22          Kazan          ","Россия, Республика Татарстан (Татарстан), Казань, улица Дементьева, 22",49.102749,55.858721,Россия,Республика Татарстан (Татарстан),городской округ Казань,Казань,улица Дементьева,22,57.83,0.1450507126274193,False,False,False,False,False,False,False,False,False,False,False,False,False,369.0,0,11.1,6,175.7,2,0,379.6,0,118.1,1,26.4,14,272.7,1,0.0,0,0.0,0.0,0,False,54.6,1,2,6,11,0,0,0,0,,0,0,0,0,,100.6,0,2,5,10,0,0,0,0,,0,0,0,0,,572.2,0,0,0,3,203.5,0,1,2,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,,24.6,6,0,1,2,13,119.7,commercial,54.6,,0,1318604.0,regional_capital,million+,ПФО,central,900000.0,93970.8,70000.0,False,False
4332.0,8083.0,"SIBIRSKIY TRAKT, 9, 5  Kazan          ","Россия, Республика Татарстан (Татарстан), Казань, улица Сибирский Тракт, 9",49.183489,55.806009,Россия,Республика Татарстан (Татарстан),городской округ Казань,Казань,улица Сибирский Тракт,9,57.83,0.1786386948231759,False,False,False,False,False,False,False,False,False,False,False,False,False,607.2,0,80.1,5,63.9,5,0,36.0,4,36.3,5,41.8,6,177.2,6,107.5,7,0.0,5.9,2,False,,0,0,0,0,1,1,1,2,36.7,0,0,0,0,,247.9,0,2,8,30,0,0,0,0,,0,2,2,2,145.7,724.3,0,0,0,1,158.5,0,1,1,2,0,0,0,0,,0,0,0,0,,1,4,11,28,76.4,,0,0,0,0,0,0,0,0,,33.8,9,0,0,0,0,,commercial,115.0,4688.4,0,1318604.0,regional_capital,million+,ПФО,central,900000.0,93970.8,70000.0,False,False
4333.0,8083.0,"Ibragimova pr, 56      Kazan          ","Россия, Республика Татарстан (Татарстан), Казань, проспект Ибрагимова, 56",49.093397,55.821173,Россия,Республика Татарстан (Татарстан),городской округ Казань,Казань,проспект Ибрагимова,56,57.83,0.1798505520348778,False,False,False,False,False,False,False,False,False,False,False,False,False,8.1,2,243.0,3,135.0,3,19,235.9,2,69.6,5,152.1,10,39.4,10,182.4,6,0.0,257.4,1,False,16.2,2,15,28,91,0,0,0,0,,0,0,0,0,,199.7,0,4,11,31,0,0,0,0,,0,0,0,1,733.5,128.7,0,1,2,6,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,2,15,401.9,206.1,0,2,2,4,0,0,0,0,,,0,0,0,0,0,,commercial,7.2,3163.9,0,1318604.0,regional_capital,million+,ПФО,central,900000.0,93970.8,70000.0,False,False
4334.0,8083.0,"NEKRASOVSKAY, 98       Vladivostok    ","Россия, Приморский край, Владивосток, Некрасовская улица, 98",131.912569,43.131493,Россия,Приморский край,Владивостокский городской округ,Владивосток,Некрасовская улица,98,11.1,0.19770698068157,False,False,False,False,False,False,False,False,False,False,False,False,False,94.1,1,15.1,4,27.6,5,5,73.4,3,70.5,4,93.0,14,28.6,64,235.7,1,0.0,0.0,0,False,,0,0,0,0,0,0,0,0,,0,0,0,0,,36.5,2,6,11,26,0,0,0,0,,0,0,0,0,,,0,0,0,0,886.0,0,0,0,4,0,0,0,0,,0,0,0,0,,0,1,5,21,289.9,,0,0,0,0,0,0,0,0,,9.3,12,0,0,0,0,,residential,289.9,2855.6,0,600871.0,regional_capital,large,ДФО,far_east,620000.0,95553.5,135440.0,False,False
4335.0,8083.0,"FRUNZE, 69             KHabarovsk     ","Россия, Хабаровск, улица Фрунзе, 69",135.060679,48.477034,Россия,Хабаровский край,городской округ Хабаровск,Хабаровск,улица Фрунзе,69,1.6,0.1585993817866236,False,False,False,False,False,False,False,False,False,False,False,False,False,338.9,0,103.7,6,164.9,7,2,197.3,7,186.7,5,138.8,10,170.9,2,0.0,0,0.0,0.0,0,False,129.5,0,4,18,42,0,0,0,0,,0,0,0,0,,240.4,0,1,4,9,0,0,0,0,,0,0,0,0,,525.1,0,0,0,1,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,1,1,11,126.2,62.3,2,1,6,15,31,39.5,residential,39.5,,0,610305.0,regional_capital,large,ДФО,far_east,490000.0,148263.98333333334,135440.0,False,True
4339.0,8083.0,"MOLODEZHNAY, 3         Zarubino       ","Россия, Приморский край, Хасанский муниципальный округ, посёлок городского типа Зарубино, Молодёжная улица, 3",131.078447,42.653826,Россия,Приморский край,Хасанский муниципальный округ,посёлок городского типа Зарубино,Молодёжная улица,3,11.1,0.1697287743954577,False,False,False,False,False,False,False,False,False,False,False,False,False,,0,,0,,0,0,,0,,0,,0,,0,,0,,,0,False,,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,1297.2,unknown,,,0,,,,ДФО,far_east,620000.0,95553.5,135440.0,False,False
4340.0,8083.0,"2 MKRN., 19            Luchegorsk     ","Россия, Приморский край, Пожарский муниципальный округ, посёлок городского типа Лучегорск, 2-й микрорайон, 19",134.30675,46.447205,Россия,Приморский край,Пожарский муниципальный округ,посёлок городского типа Лучегорск,unknown,19,11.1,0.2186083166997159,False,True,False,False,False,False,True,True,False,False,False,False,False,21.2,0,106.9,0,17.7,1,6,695.9,0,,0,241.1,3,105.8,13,58.4,1,0.0,0.0,0,False,287.5,0,1,1,5,0,0,0,0,,0,0,0,0,,17.2,2,4,9,11,0,0,0,0,,0,0,0,0,,,0,0,0,0,104.2,0,1,1,1,0,0,0,0,,0,0,1,1,441.4,0,0,0,0,,,0,0,0,0,0,1,3,3,227.2,23.8,7,0,0,0,0,,residential,141.5,45233.7,0,,,,ДФО,far_east,620000.0,95553.5,135440.0,False,False
4342.0,8083.0,"STARA ZAGORA, 130      Samara         ","Россия, Самара, улица Стара-Загора, 130",50.235228,53.24659,Россия,Самарская область,городской округ Самара,Самара,улица Стара-Загора,130,58.51,0.1368039167342012,False,False,False,False,False,False,False,False,False,False,False,False,False,373.6,0,3.8,2,15.2,2,3,427.2,0,203.5,1,201.3,3,295.7,1,248.6,1,0.0,191.2,1,False,359.5,0,0,4,11,0,0,0,0,,0,0,0,0,,225.9,0,1,2,6,0,0,0,0,,0,0,0,0,,606.0,0,0,0,3,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,583.1,0,0,0,4,0,0,4,7,317.3,95.0,1,0,0,3,9,378.2,residential,378.2,10581.2,0,1145988.0,regional_capital,million+,ПФО,central,700000.0,87942.1,70000.0,False,False
4344.0,8083.0,"Revolyutsionnaya,52a   Tolyatti       ","Россия, Самарская область, Тольятти, Революционная улица, 52А",49.27192,53.517924,Россия,Самарская область,городской округ Тольятти,Тольятти,Революционная улица,52А,58.51,0.1506115020037408,False,False,False,False,False,False,False,False,False,False,False,False,False,16.5,2,39.5,1,64.1,1,2,63.2,2,69.4,5,100.8,4,80.2,6,,0,,,0,False,,0,0,0,0,0,0,0,0,,0,0,0,0,,87.8,1,1,7,17,0,0,0,0,,0,0,0,0,,50.4,1,1,1,3,1030.6,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,3,3,4,102.8,,0,0,0,1,6,391.9,residential,391.9,,0,684709.0,city,large,ПФО,central,700000.0,87942.1,70000.0,False,False
4345.0,8083.0,"DACHNIY PR., 2         Sankt-Peterburg","Россия, Санкт-Петербург, Дачный проспект, 2к1",30.241497,59.850509,Россия,Санкт-Петербург,unknown,Санкт-Петербург,Дачный проспект,2к1,3892.98,0.2150562958860548,False,False,False,False,False,False,False,False,False,False,False,False,False,847.5,0,1.1,6,109.2,3,0,505.7,0,104.2,2,144.6,6,115.2,8,238.6,1,0.0,0.0,0,False,104.1,0,2,2,14,0,0,0,0,,0,0,0,0,,136.4,0,3,7,29,0,0,0,0,,0,0,0,0,,405.6,0,0,2,6,452.3,0,0,1,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,,66.7,9,0,0,0,0,,commercial,104.1,,0,5597763.0,federal_city,million+,СЗФО,north,1948243.0,122178.8,95000.0,True,True
