id,nearest_cafes_name,nearest_cafes_dist_m,count_cafes_100m,count_cafes_300m,count_cafes_500m,nearest_restaurants_name,nearest_restaurants_dist_m,count_restaurants_100m,count_restaurants_300m,count_restaurants_500m,nearest_public_transport_name,nearest_public_transport_dist_m,count_public_transport_100m,count_public_transport_300m,count_public_transport_500m,nearest_parking_name,nearest_parking_dist_m,count_parking_100m,count_parking_300m,count_parking_500m
5618.0,Траттория,177.2,0,3,5,Мангал-Сити,430.2,0,0,1,Улица Стаханова-2,108.7,0,4,21,Не удалось узнать название,177.9,0,2,4
5619.0,Траттория,177.2,0,3,5,Мангал-Сити,430.2,0,0,1,Улица Стаханова-2,108.7,0,4,21,Не удалось узнать название,177.9,0,2,4
5620.0,Эврика,76.7,1,1,1,Не удалось узнать название,534.0,0,0,0,Улица Танкистов,53.0,3,3,5,Не удалось узнать название,108.9,0,4,6
5621.0,Кофе муз,275.2,0,1,1,Coffee Like,262.7,0,1,2,Бульвар Химиков,171.1,0,6,17,Не удалось узнать название,221.0,0,1,3
5622.0,Кофе муз,275.2,0,1,1,Coffee Like,262.7,0,1,2,Бульвар Химиков,171.1,0,6,17,Не удалось узнать название,221.0,0,1,3
5623.0,Кофе муз,275.2,0,1,1,Coffee Like,262.7,0,1,2,Бульвар Химиков,171.1,0,6,17,Не удалось узнать название,221.0,0,1,3
5624.0,Max Bakery,2.0,4,4,5,Парк Ланч,9.6,3,5,7,"проспект Вернадского, 33",21.9,2,12,22,Не удалось узнать название,365.9,0,0,5
5625.0,Max Bakery,2.0,4,4,5,Парк Ланч,9.6,3,5,7,"проспект Вернадского, 33",21.9,2,12,22,Не удалось узнать название,365.9,0,0,5
5626.0,Max Bakery,2.0,4,4,5,Парк Ланч,9.6,3,5,7,"проспект Вернадского, 33",21.9,2,12,22,Не удалось узнать название,365.9,0,0,5
5627.0,Восточный базар,270.9,0,1,4,Дом закрытой пиццы,217.8,0,2,5,Колхозный рынок,22.0,2,4,13,Не удалось узнать название,104.3,0,13,15
5628.0,Восточный базар,270.9,0,1,4,Дом закрытой пиццы,217.8,0,2,5,Колхозный рынок,22.0,2,4,13,Не удалось узнать название,104.3,0,13,15
5629.0,Фарфор,109.4,0,2,3,Оранжевый остров,386.8,0,0,2,Институт,56.4,3,4,9,Не удалось узнать название,208.9,0,1,7
5630.0,"Кофейня ""Три шоколада""",187.2,0,3,4,Пицца Бургер,303.9,0,0,1,Торговый центр,42.9,2,4,9,Не удалось узнать название,45.6,4,16,40
5632.0,Совбес,250.9,0,2,4,Феникс,267.8,0,1,6,Не удалось узнать название,83.8,2,5,14,Не удалось узнать название,143.6,0,1,4
5633.0,Совбес,250.9,0,2,4,Феникс,267.8,0,1,6,Не удалось узнать название,83.8,2,5,14,Не удалось узнать название,143.6,0,1,4
5634.0,Не удалось узнать название,261.1,0,1,1,Rostic`s,30.8,5,5,6,ТРК «Ярославский Вернисаж» (платформа 2),196.2,0,4,4,Не удалось узнать название,153.9,0,2,6
5635.0,Не удалось узнать название,652.2,0,0,0,Глобус,660.2,0,0,0,Хутор,671.3,0,0,0,Не удалось узнать название,324.2,0,0,1
5636.0,Аграба,16.3,2,5,13,Чебуречная,209.4,0,2,4,Т.К. Тухачевскй,215.0,0,2,11,Не удалось узнать название,36.0,5,18,41
5637.0,Андижан,153.5,0,1,1,Летняя веранда ресторана «Охота»,119.6,0,4,7,"Ул. Ключ-Камышенское Плато, д.14",129.0,0,6,6,Не удалось узнать название,23.4,13,55,85
5638.0,Синнабон,317.1,0,0,4,Бургер Кинг,284.0,0,5,16,Дмитрия Менделеева,131.2,0,5,7,Не удалось узнать название,96.7,1,9,21
5640.0,"Гриль-бар ""Океан""",404.4,0,0,1,Strasse'69,479.2,0,0,1,Рыбный Порт,513.2,0,0,0,Не удалось узнать название,98.4,1,2,4
5642.0,Traveler's Coffee,128.4,0,2,2,ПиццаФабрика,138.9,0,4,5,гипермаркет Леруа Мерлен,64.5,2,6,16,Не удалось узнать название,124.6,0,16,24
5643.0,Раздолье,206.1,0,1,1,Coffee Like,264.6,0,1,1,Не удалось узнать название,282.1,0,3,8,Не удалось узнать название,73.4,1,1,3
5644.0,Шаурмания,199.6,0,3,3,Beirut,397.0,0,0,3,Рынок «Алан»,40.0,2,9,16,Не удалось узнать название,620.5,0,0,0
5645.0,Люди как люди,160.2,0,2,6,Don Donuts,189.4,0,3,11,Театр юного зрителя имени Михаила Сеспеля,58.6,6,9,20,Не удалось узнать название,83.2,1,5,8
5646.0,Люди как люди,160.2,0,2,6,Don Donuts,189.4,0,3,11,Театр юного зрителя имени Михаила Сеспеля,58.6,6,9,20,Не удалось узнать название,83.2,1,5,8
5649.0,Не удалось узнать название,320.8,0,0,4,Лагуна,284.3,0,1,2,пр. Гагарина,43.8,2,4,8,Не удалось узнать название,78.2,1,2,7
5650.0,Не удалось узнать название,320.8,0,0,4,Лагуна,284.3,0,1,2,пр. Гагарина,43.8,2,4,8,Не удалось узнать название,78.2,1,2,7
5651.0,Кофейня Coffe Club,138.9,0,4,7,Донер кебаб,301.2,0,0,1,Краснофлотская,147.9,0,2,8,Не удалось узнать название,33.3,2,10,13
5652.0,Кофейня Coffe Club,138.9,0,4,7,Донер кебаб,301.2,0,0,1,Краснофлотская,147.9,0,2,8,Не удалось узнать название,33.3,2,10,13
5653.0,Кофейня Coffe Club,138.9,0,4,7,Донер кебаб,301.2,0,0,1,Краснофлотская,147.9,0,2,8,Не удалось узнать название,33.3,2,10,13
5654.0,Кофейня Coffe Club,138.9,0,4,7,Донер кебаб,301.2,0,0,1,Краснофлотская,147.9,0,2,8,Не удалось узнать название,33.3,2,10,13
5655.0,Кулинария,217.6,0,1,1,Берлога,100.5,0,3,3,Алиша,146.2,0,5,7,Не удалось узнать название,49.2,1,3,6
5656.0,"Чайхана ""В гости""",7.8,1,3,4,Урюк-кафе,3.3,1,12,13,Метро «Домодедовская»,20.4,10,35,50,Не удалось узнать название,53.5,2,9,29
5661.0,Кофейня,93.0,1,20,35,Godzilla,18.5,1,16,23,кинотеатр «Октябрь»,212.1,0,4,16,Не удалось узнать название,88.3,2,18,50
5662.0,Кофейня,93.0,1,20,35,Godzilla,18.5,1,16,23,кинотеатр «Октябрь»,212.1,0,4,16,Не удалось узнать название,88.3,2,18,50
5663.0,Кофейня,93.0,1,20,35,Godzilla,18.5,1,16,23,кинотеатр «Октябрь»,212.1,0,4,16,Не удалось узнать название,88.3,2,18,50
5664.0,Сильвер,422.8,0,0,1,Doner Home,257.1,0,1,2,Бульвар Строителей,242.0,0,7,15,Не удалось узнать название,348.8,0,0,1
5665.0,Сильвер,422.8,0,0,1,Doner Home,257.1,0,1,2,Бульвар Строителей,242.0,0,7,15,Не удалось узнать название,348.8,0,0,1
5666.0,Сильвер,422.8,0,0,1,Doner Home,257.1,0,1,2,Бульвар Строителей,242.0,0,7,15,Не удалось узнать название,348.8,0,0,1
5667.0,Сильвер,422.8,0,0,1,Doner Home,257.1,0,1,2,Бульвар Строителей,242.0,0,7,15,Не удалось узнать название,348.8,0,0,1
5668.0,Шаурма,524.5,0,0,0,пронто,676.0,0,0,0,Не удалось узнать название,191.7,0,3,4,Не удалось узнать название,213.0,0,1,6
5669.0,Шаурма,524.5,0,0,0,пронто,676.0,0,0,0,Не удалось узнать название,191.7,0,3,4,Не удалось узнать название,213.0,0,1,6
5670.0,Шаурма,524.5,0,0,0,пронто,676.0,0,0,0,Не удалось узнать название,191.7,0,3,4,Не удалось узнать название,213.0,0,1,6
5671.0,Восточный вкус,97.7,1,6,11,Суши маке,150.5,0,5,17,Площадь Карла Маркса,73.7,1,15,27,Не удалось узнать название,137.6,0,3,12
5672.0,Восточный вкус,97.7,1,6,11,Суши маке,150.5,0,5,17,Площадь Карла Маркса,73.7,1,15,27,Не удалось узнать название,137.6,0,3,12
5673.0,Восточный вкус,97.7,1,6,11,Суши маке,150.5,0,5,17,Площадь Карла Маркса,73.7,1,15,27,Не удалось узнать название,137.6,0,3,12
5674.0,Восточный вкус,97.7,1,6,11,Суши маке,150.5,0,5,17,Площадь Карла Маркса,73.7,1,15,27,Не удалось узнать название,137.6,0,3,12
5675.0,BarBQ,303.3,0,0,2,Coffee Like,3.1,1,3,4,Липовая,215.1,0,2,4,Не удалось узнать название,50.5,3,3,5
5676.0,33 пингвина,2.8,3,4,11,Бургер Кинг,8.4,2,2,7,"Торговый центр ""Карусель""",75.3,2,8,14,Не удалось узнать название,172.2,0,1,11
5677.0,Лепим и варим,33.8,2,3,3,Перчини,41.1,6,10,16,ТРЦ Планета (улица 9 Мая),212.9,0,6,16,Не удалось узнать название,97.4,1,15,32
5678.0,Бодрый день,83.4,1,10,24,Дом Подзноева,120.5,0,5,8,Детский парк,171.7,0,4,4,Не удалось узнать название,33.8,1,17,32
5679.0,Мазальтоф,72.0,2,11,22,Habibi,63.8,1,5,11,Октябрьская площадь,118.0,0,16,38,Не удалось узнать название,255.8,0,1,3
5680.0,Лада,67.3,1,2,8,Шаурма по-армянски,248.1,0,3,4,Океан,169.1,0,4,7,Не удалось узнать название,20.0,1,9,24
5681.0,Coffee Studio,132.9,0,6,10,Додо Пицца,373.6,0,0,2,Институт,61.6,2,4,17,Не удалось узнать название,99.9,1,5,9
5682.0,#кафе,686.9,0,0,0,Пельмешки да Вареники Экспресс,55.9,3,3,3,ТЦ Спешилов,95.4,1,6,14,Не удалось узнать название,95.8,1,5,11
5683.0,Арго,167.2,0,1,1,Ресторан Центральный,93.0,1,2,2,ЗАГС,379.9,0,0,6,Не удалось узнать название,86.4,1,3,6
5684.0,Friend Coffee,55.7,2,5,10,Subway,56.3,2,11,14,улица Полевая,69.5,2,8,17,Не удалось узнать название,109.2,0,10,15
5689.0,Элвис-центр,358.3,0,0,2,Куры гриль,281.1,0,1,6,Школа № 75,311.9,0,0,13,Не удалось узнать название,28.9,3,11,21
5690.0,Buntaro,67.1,1,6,7,Баркас,75.0,1,3,5,"ДК ""Электрорика""",82.0,2,4,11,Не удалось узнать название,22.7,1,13,17
5692.0,Авин,474.8,0,0,1,Не удалось узнать название,217.4,0,3,11,Метро «ВДНХ»,166.1,0,19,67,Не удалось узнать название,183.3,0,4,11
5693.0,Авин,474.8,0,0,1,Не удалось узнать название,217.4,0,3,11,Метро «ВДНХ»,166.1,0,19,67,Не удалось узнать название,183.3,0,4,11
5694.0,Авин,474.8,0,0,1,Не удалось узнать название,217.4,0,3,11,Метро «ВДНХ»,166.1,0,19,67,Не удалось узнать название,183.3,0,4,11
5695.0,Авин,474.8,0,0,1,Не удалось узнать название,217.4,0,3,11,Метро «ВДНХ»,166.1,0,19,67,Не удалось узнать название,183.3,0,4,11
5696.0,Сковородка Заозерный,51.6,2,2,3,Додо Пицца,270.5,0,1,1,КЦ Современник,196.2,0,2,2,Не удалось узнать название,55.4,2,2,5
5697.0,Чайная ложка,56.4,1,2,4,Мануфактура,257.3,0,1,2,"Псковская улица, 50",127.8,0,3,4,Не удалось узнать название,151.2,0,8,20
5700.0,Pizzburg,270.8,0,1,4,Додо Пицца,89.2,1,2,3,Нерюнгри (Кассы Аэрофлота),52.7,2,3,11,Не удалось узнать название,35.7,2,6,18
5701.0,Pizzburg,270.8,0,1,4,Додо Пицца,89.2,1,2,3,Нерюнгри (Кассы Аэрофлота),52.7,2,3,11,Не удалось узнать название,35.7,2,6,18
5702.0,Pizzburg,270.8,0,1,4,Додо Пицца,89.2,1,2,3,Нерюнгри (Кассы Аэрофлота),52.7,2,3,11,Не удалось узнать название,35.7,2,6,18
5703.0,Плов центр,356.6,0,0,1,Бургер Кинг,50.9,2,3,3,Улица Гагарина,87.8,3,10,16,Не удалось узнать название,42.7,5,11,13
5704.0,дорожное,158.0,0,2,4,Чикен Пицца,21.5,1,2,2,Сафоново,441.3,0,0,2,Не удалось узнать название,273.6,0,1,1
5707.0,Рябинушка,164.8,0,2,10,Макбургер,30.2,2,5,7,Военкомат,73.6,1,5,10,Не удалось узнать название,43.8,1,8,15
5708.0,O'CAFE central,49.2,1,9,14,Ташир,166.5,0,5,8,Почтовая улица,71.9,1,5,8,Не удалось узнать название,54.4,2,10,37
5709.0,Кофейная чашка,179.7,0,4,15,MEDUZA,158.2,0,9,33,Улица Осинская,94.1,1,16,22,Не удалось узнать название,95.7,1,29,53
5710.0,Пиканто,403.5,0,0,1,Fresh,173.1,0,2,3,Мегаполис,80.8,2,6,17,Не удалось узнать название,155.1,0,3,8
5711.0,Любимая пекарня,148.0,0,5,11,Автосуши Автопицца,38.7,1,3,8,Кинотеатр Центральный,109.2,0,7,10,Не удалось узнать название,34.2,1,14,34
5712.0,Любимая пекарня,148.0,0,5,11,Автосуши Автопицца,38.7,1,3,8,Кинотеатр Центральный,109.2,0,7,10,Не удалось узнать название,34.2,1,14,34
5713.0,Любимая пекарня,148.0,0,5,11,Автосуши Автопицца,38.7,1,3,8,Кинотеатр Центральный,109.2,0,7,10,Не удалось узнать название,34.2,1,14,34
5714.0,Любимая пекарня,148.0,0,5,11,Автосуши Автопицца,38.7,1,3,8,Кинотеатр Центральный,109.2,0,7,10,Не удалось узнать название,34.2,1,14,34
5715.0,Луковка,192.1,0,2,3,Эль Инка,235.6,0,2,7,"улица Неделина, 13",114.9,0,8,13,Не удалось узнать название,148.6,0,3,11
5716.0,За Плетнём,144.5,0,1,5,Stardogs,17.8,4,7,10,Серебряный Город,63.6,1,2,7,Не удалось узнать название,53.1,4,8,18
5717.0,Хлеб Насущный,83.5,1,13,38,Il pizzaiolo,107.2,0,20,56,Кинотеатр «Октябрь»,363.6,0,0,8,Не удалось узнать название,142.0,0,6,13
5718.0,Хлеб Насущный,83.5,1,13,38,Il pizzaiolo,107.2,0,20,56,Кинотеатр «Октябрь»,363.6,0,0,8,Не удалось узнать название,142.0,0,6,13
5719.0,basilic,278.9,0,2,6,Матрёшка,251.3,0,3,6,Ледовая арена,118.4,0,8,13,Не удалось узнать название,22.3,1,2,9
5720.0,basilic,278.9,0,2,6,Матрёшка,251.3,0,3,6,Ледовая арена,118.4,0,8,13,Не удалось узнать название,22.3,1,2,9
5721.0,basilic,278.9,0,2,6,Матрёшка,251.3,0,3,6,Ледовая арена,118.4,0,8,13,Не удалось узнать название,22.3,1,2,9
5722.0,За углом,464.3,0,0,2,Не удалось узнать название,177.0,0,1,3,Могилёвский дворик,49.1,3,4,9,Не удалось узнать название,109.8,0,4,22
5724.0,Coffee Like,13.8,3,9,18,Бургер Кинг,22.9,4,13,22,Гимназия № 12,191.6,0,4,6,Не удалось узнать название,17.2,3,11,26
5725.0,"Енотокафе ""Господин Енот""",53.3,2,2,14,Чебуречная,245.6,0,1,4,Площадь Победы,221.1,0,3,9,Не удалось узнать название,124.2,0,9,32
5726.0,"Енотокафе ""Господин Енот""",53.3,2,2,14,Чебуречная,245.6,0,1,4,Площадь Победы,221.1,0,3,9,Не удалось узнать название,124.2,0,9,32
5727.0,"Енотокафе ""Господин Енот""",53.3,2,2,14,Чебуречная,245.6,0,1,4,Площадь Победы,221.1,0,3,9,Не удалось узнать название,124.2,0,9,32
5728.0,Мир,49.5,1,7,16,Coffee Like,183.5,0,4,9,Мира (ул. Артёма),121.4,0,6,20,Не удалось узнать название,28.9,3,19,46
5729.0,Мир,49.5,1,7,16,Coffee Like,183.5,0,4,9,Мира (ул. Артёма),121.4,0,6,20,Не удалось узнать название,28.9,3,19,46
5730.0,Мир,49.5,1,7,16,Coffee Like,183.5,0,4,9,Мира (ул. Артёма),121.4,0,6,20,Не удалось узнать название,28.9,3,19,46
5731.0,Три желания,30.0,2,6,13,Coffee Like,54.1,2,11,22,ТЦ Лимон-Сити,30.0,2,6,25,Не удалось узнать название,73.3,2,9,21
5732.0,Не удалось узнать название,259.8,0,3,4,Доставка Еды Val'den cook,187.7,0,5,10,Евгения Богдановича,217.5,0,6,8,Не удалось узнать название,103.8,0,12,50
5733.0,Не удалось узнать название,259.8,0,3,4,Доставка Еды Val'den cook,187.7,0,5,10,Евгения Богдановича,217.5,0,6,8,Не удалось узнать название,103.8,0,12,50
5734.0,Не удалось узнать название,259.8,0,3,4,Доставка Еды Val'den cook,187.7,0,5,10,Евгения Богдановича,217.5,0,6,8,Не удалось узнать название,103.8,0,12,50
5736.0,ФаршБар,61.7,2,6,8,Людовик,466.2,0,0,1,Почта,103.0,0,4,8,Не удалось узнать название,90.5,1,6,10
5737.0,ФаршБар,61.7,2,6,8,Людовик,466.2,0,0,1,Почта,103.0,0,4,8,Не удалось узнать название,90.5,1,6,10
5738.0,Между Нами Булочками,176.3,0,1,1,Парадиз,31.5,2,4,5,6-й микрорайон,134.1,0,16,30,Не удалось узнать название,24.3,4,17,32
5739.0,Между Нами Булочками,176.3,0,1,1,Парадиз,31.5,2,4,5,6-й микрорайон,134.1,0,16,30,Не удалось узнать название,24.3,4,17,32
5740.0,Между Нами Булочками,176.3,0,1,1,Парадиз,31.5,2,4,5,6-й микрорайон,134.1,0,16,30,Не удалось узнать название,24.3,4,17,32
5741.0,Между Нами Булочками,176.3,0,1,1,Парадиз,31.5,2,4,5,6-й микрорайон,134.1,0,16,30,Не удалось узнать название,24.3,4,17,32
5742.0,ФаршБар,61.7,2,6,8,Людовик,466.2,0,0,1,Почта,103.0,0,4,8,Не удалось узнать название,90.5,1,6,10
5743.0,Блинбери,101.2,0,1,1,Бургер Кинг,80.9,1,5,7,ТЦ «Дарс»,45.8,2,11,32,Не удалось узнать название,18.8,5,41,106
5744.0,Папа Карло,266.3,0,1,1,ЧебурекМи,207.1,0,1,1,Томусинская,146.4,0,6,10,Не удалось узнать название,87.4,1,4,7
5745.0,Папа Карло,266.3,0,1,1,ЧебурекМи,207.1,0,1,1,Томусинская,146.4,0,6,10,Не удалось узнать название,87.4,1,4,7
5746.0,Папа Карло,266.3,0,1,1,ЧебурекМи,207.1,0,1,1,Томусинская,146.4,0,6,10,Не удалось узнать название,87.4,1,4,7
5747.0,Папа Карло,266.3,0,1,1,ЧебурекМи,207.1,0,1,1,Томусинская,146.4,0,6,10,Не удалось узнать название,87.4,1,4,7
5748.0,FoodFix,524.4,0,0,0,То-То Пицца,17.4,1,1,1,Не удалось узнать название,58.6,3,7,11,Не удалось узнать название,45.4,3,4,8
5749.0,Окинава,299.7,0,1,4,Пицца,52.8,1,3,4,улица Хусаина Мавлютова,50.0,4,4,9,Не удалось узнать название,138.2,0,6,11
5750.0,Кофе муз,250.5,0,2,11,Додо Пицца,118.2,0,2,6,"ТЦ ""Даниловский""",248.8,0,2,8,Не удалось узнать название,102.3,0,7,23
5751.0,Вилка-ложка,196.2,0,1,2,Хочу Хинкал,190.3,0,1,1,Дом Быта,40.1,4,13,22,Не удалось узнать название,77.4,1,17,44
5752.0,Вилка-ложка,196.2,0,1,2,Хочу Хинкал,190.3,0,1,1,Дом Быта,40.1,4,13,22,Не удалось узнать название,77.4,1,17,44
5753.0,Вилка-ложка,196.2,0,1,2,Хочу Хинкал,190.3,0,1,1,Дом Быта,40.1,4,13,22,Не удалось узнать название,77.4,1,17,44
5754.0,Вилка-ложка,196.2,0,1,2,Хочу Хинкал,190.3,0,1,1,Дом Быта,40.1,4,13,22,Не удалось узнать название,77.4,1,17,44
5755.0,Регион 03,238.9,0,1,2,Озода - Кафе,113.2,0,1,2,"Магазин ""Альфа""",342.3,0,0,3,Не удалось узнать название,239.7,0,1,1
5756.0,Регион 03,238.9,0,1,2,Озода - Кафе,113.2,0,1,2,"Магазин ""Альфа""",342.3,0,0,3,Не удалось узнать название,239.7,0,1,1
5757.0,Регион 03,238.9,0,1,2,Озода - Кафе,113.2,0,1,2,"Магазин ""Альфа""",342.3,0,0,3,Не удалось узнать название,239.7,0,1,1
5758.0,Регион 03,238.9,0,1,2,Озода - Кафе,113.2,0,1,2,"Магазин ""Альфа""",342.3,0,0,3,Не удалось узнать название,239.7,0,1,1
5759.0,Чилли Вилли,83.7,1,6,12,Горячее питание,88.6,1,7,7,Магазин Мысль,23.8,2,6,15,Не удалось узнать название,95.7,2,6,14
5760.0,Kennedy's,204.0,0,2,3,Burger Club,228.3,0,3,10,ул. Волгоградская,74.1,2,6,20,Не удалось узнать название,35.6,1,6,14
5761.0,Kennedy's,204.0,0,2,3,Burger Club,228.3,0,3,10,ул. Волгоградская,74.1,2,6,20,Не удалось узнать название,35.6,1,6,14
5762.0,Kennedy's,204.0,0,2,3,Burger Club,228.3,0,3,10,ул. Волгоградская,74.1,2,6,20,Не удалось узнать название,35.6,1,6,14
5763.0,Kennedy's,204.0,0,2,3,Burger Club,228.3,0,3,10,ул. Волгоградская,74.1,2,6,20,Не удалось узнать название,35.6,1,6,14
5764.0,Папа Джонс,126.5,0,4,6,Суши Love,111.3,0,7,12,Южный квартал,157.9,0,8,14,Не удалось узнать название,84.3,1,7,22
5765.0,Чайная ложка,61.7,1,2,5,Бургер Кинг,451.6,0,0,2,Площадь Строителей,301.3,0,0,7,Не удалось узнать название,67.3,3,5,15
5766.0,"Чайхона ""Плов №1""",114.7,0,2,3,Не удалось узнать название,85.3,1,4,13,Детский мир,99.1,1,6,24,Не удалось узнать название,52.7,1,8,21
5767.0,"Чайхона ""Плов №1""",114.7,0,2,3,Не удалось узнать название,85.3,1,4,13,Детский мир,99.1,1,6,24,Не удалось узнать название,52.7,1,8,21
5768.0,"Чайхона ""Плов №1""",114.7,0,2,3,Не удалось узнать название,85.3,1,4,13,Детский мир,99.1,1,6,24,Не удалось узнать название,52.7,1,8,21
5769.0,"Чайхона ""Плов №1""",114.7,0,2,3,Не удалось узнать название,85.3,1,4,13,Детский мир,99.1,1,6,24,Не удалось узнать название,52.7,1,8,21
5771.0,Шоколадница,41.4,2,3,6,Бургер Кинг,31.2,3,7,7,Метро «Тимирязевская»,73.6,2,10,23,Не удалось узнать название,47.6,1,6,21
5772.0,Шоколадница,41.4,2,3,6,Бургер Кинг,31.2,3,7,7,Метро «Тимирязевская»,73.6,2,10,23,Не удалось узнать название,47.6,1,6,21
5773.0,Шоколадница,41.4,2,3,6,Бургер Кинг,31.2,3,7,7,Метро «Тимирязевская»,73.6,2,10,23,Не удалось узнать название,47.6,1,6,21
5774.0,Шоколадница,41.4,2,3,6,Бургер Кинг,31.2,3,7,7,Метро «Тимирязевская»,73.6,2,10,23,Не удалось узнать название,47.6,1,6,21
5775.0,Чилли Вилли,83.7,1,6,12,Горячее питание,88.6,1,7,7,Магазин Мысль,23.8,2,6,15,Не удалось узнать название,95.7,2,6,14
5776.0,Кокоша,290.2,0,1,3,Не удалось узнать название,172.9,0,2,3,Школа №2,122.4,0,5,10,Не удалось узнать название,35.0,2,8,21
5777.0,Кокоша,290.2,0,1,3,Не удалось узнать название,172.9,0,2,3,Школа №2,122.4,0,5,10,Не удалось узнать название,35.0,2,8,21
5778.0,Кокоша,290.2,0,1,3,Не удалось узнать название,172.9,0,2,3,Школа №2,122.4,0,5,10,Не удалось узнать название,35.0,2,8,21
5779.0,СОЙКА,249.4,0,3,3,Онегин,110.6,0,2,4,пл. Ленина,39.3,1,1,6,Не удалось узнать название,324.3,0,0,1
5780.0,СОЙКА,249.4,0,3,3,Онегин,110.6,0,2,4,пл. Ленина,39.3,1,1,6,Не удалось узнать название,324.3,0,0,1
5781.0,СОЙКА,249.4,0,3,3,Онегин,110.6,0,2,4,пл. Ленина,39.3,1,1,6,Не удалось узнать название,324.3,0,0,1
5782.0,Аян,472.4,0,0,4,Не удалось узнать название,65.1,1,2,4,Ж/д вокзал,61.3,4,15,15,Не удалось узнать название,76.2,2,8,10
5783.0,Аян,472.4,0,0,4,Не удалось узнать название,65.1,1,2,4,Ж/д вокзал,61.3,4,15,15,Не удалось узнать название,76.2,2,8,10
5784.0,Traveller's coffee,19.2,1,4,7,Yellow truck express,133.3,0,5,6,Поселковый совет,128.0,0,5,10,Не удалось узнать название,53.4,2,19,51
5785.0,Traveller's coffee,19.2,1,4,7,Yellow truck express,133.3,0,5,6,Поселковый совет,128.0,0,5,10,Не удалось узнать название,53.4,2,19,51
5786.0,У Палыча,319.3,0,0,4,ПиццаФабрика,130.6,0,1,6,"Автовокзал ""Пригородный""",268.6,0,6,22,Не удалось узнать название,73.9,3,8,17
5787.0,У Палыча,319.3,0,0,4,ПиццаФабрика,130.6,0,1,6,"Автовокзал ""Пригородный""",268.6,0,6,22,Не удалось узнать название,73.9,3,8,17
5788.0,У Палыча,319.3,0,0,4,ПиццаФабрика,130.6,0,1,6,"Автовокзал ""Пригородный""",268.6,0,6,22,Не удалось узнать название,73.9,3,8,17
5789.0,Не удалось узнать название,159.8,0,2,9,Bocca,102.4,0,4,12,Площадь Героев,73.9,4,6,14,Не удалось узнать название,53.3,1,2,11
5790.0,Винил,295.6,0,1,2,Taksim,26.7,1,3,9,Улица Тулака,28.7,3,4,8,Не удалось узнать название,108.0,0,2,13
5791.0,Винил,295.6,0,1,2,Taksim,26.7,1,3,9,Улица Тулака,28.7,3,4,8,Не удалось узнать название,108.0,0,2,13
5792.0,МУП ФШП,591.6,0,0,0,Додо Пицца,92.3,1,2,2,Не удалось узнать название,377.1,0,0,1,Не удалось узнать название,212.8,0,5,13
5793.0,МУП ФШП,591.6,0,0,0,Додо Пицца,92.3,1,2,2,Не удалось узнать название,377.1,0,0,1,Не удалось узнать название,212.8,0,5,13
5794.0,Жульен,113.4,0,6,24,KFC,122.9,0,3,17,улица Радищева,38.8,4,13,24,Не удалось узнать название,75.1,1,2,9
5795.0,Жульен,113.4,0,6,24,KFC,122.9,0,3,17,улица Радищева,38.8,4,13,24,Не удалось узнать название,75.1,1,2,9
5800.0,Томато,63.1,1,2,3,Вкуснов,235.2,0,1,1,Демидовская улица,28.7,2,8,10,Не удалось узнать название,200.5,0,1,4
5801.0,Не удалось узнать название,96.4,1,2,4,Грильница,189.4,0,1,2,Музей,39.7,2,3,12,Не удалось узнать название,91.3,1,2,6
5802.0,Sweeter,153.9,0,3,5,Coffee Like,0.0,6,9,12,ул. Лазурная,97.7,1,4,9,Не удалось узнать название,60.6,2,28,44
5803.0,Белый дракон,677.3,0,0,0,закусочная,297.2,0,1,1,Рассвет,41.2,2,2,6,Не удалось узнать название,278.1,0,1,7
5804.0,Белый дракон,677.3,0,0,0,закусочная,297.2,0,1,1,Рассвет,41.2,2,2,6,Не удалось узнать название,278.1,0,1,7
5805.0,Белый дракон,677.3,0,0,0,закусочная,297.2,0,1,1,Рассвет,41.2,2,2,6,Не удалось узнать название,278.1,0,1,7
5806.0,Белый дракон,677.3,0,0,0,закусочная,297.2,0,1,1,Рассвет,41.2,2,2,6,Не удалось узнать название,278.1,0,1,7
5807.0,Bbq Texas,162.1,0,8,34,Столовая,5.9,1,2,24,Филармония,250.4,0,4,9,Не удалось узнать название,160.5,0,1,19
5811.0,Барон,112.3,0,1,4,Бабка Тарахто,40.7,1,1,1,ЮСИ,72.3,3,5,6,Не удалось узнать название,31.1,4,11,16
5812.0,Suare,138.8,0,4,5,Столовая,345.2,0,0,5,Не удалось узнать название,98.5,1,2,10,Не удалось узнать название,67.6,1,4,11
5813.0,Старый клуб,647.2,0,0,0,ПиццаФабрика,245.9,0,1,1,Дядьковская улица,232.1,0,2,5,Не удалось узнать название,127.5,0,2,4
5815.0,Forum cafe.,15.8,1,6,21,Столовая УрГЭУ,84.0,1,8,29,Цирк,67.1,4,16,22,Не удалось узнать название,38.0,1,7,23
5816.0,Фьюжн,38.2,2,20,31,Бургер Кинг,47.9,1,10,15,Площадь Ленина,90.5,1,5,5,Не удалось узнать название,44.9,3,14,28
5817.0,Простая еда,176.1,0,5,15,Столоввая ПГТУ,433.4,0,0,2,проспект Гагарина,74.4,3,8,26,Не удалось узнать название,145.2,0,5,17
