id,atm_group,address,geo_address,geo_lon,geo_lat,country,province,area,locality,street,house,target,isTrain
5007.0,5478.0,"D. 17, B-R SVYATO-TROICKI BELGOROD G  ","Россия, Белгород, Свято-Троицкий бульвар, 17",36.580333,50.595649,Россия,Белгородская область,муниципальное образование Белгород,Белгород,Свято-Троицкий бульвар,17,-0.0526641874702849,True
5008.0,5478.0,"D. 9, UL. MANEVROVAYA     EKATERINBURG","Россия, Свердловская область, Екатеринбург, Маневровая улица, 9",60.515485,56.872698,Россия,Свердловская область,муниципальное образование Екатеринбург,Екатеринбург,Маневровая улица,9,-0.0744795725187628,True
5009.0,5478.0,"D. 51, UL. SVOBODY        IVANOVO G   ","Россия, Иваново, улица Свободы, 51",41.005416,57.015934,Россия,Ивановская область,городской округ Иваново,Иваново,улица Свободы,51,-0.024617163785729,True
5010.0,5478.0,"D. 10, UL. KRASNYH ZOR'   IVANOVO G   ","Россия, Иваново, улица Красных Зорь, 10",40.953367,57.002225,Россия,Ивановская область,городской округ Иваново,Иваново,улица Красных Зорь,10,-0.0102557161524954,True
5011.0,5478.0,"D. 41, PR-KT SHINNIKOV    NIZHNEKAMSK ","Россия, Республика Татарстан (Татарстан), Нижнекамск, проспект Шинников, 41",51.826827,55.653324,Россия,Республика Татарстан (Татарстан),муниципальное образование Нижнекамск,Нижнекамск,проспект Шинников,41,-0.0857256536774398,True
5012.0,5478.0,"D. 13, UL. GASTELLO       ULAN-UDE G  ","Россия, Республика Бурятия, Улан-Удэ, улица Гастелло, 13",107.72808,51.863439,Россия,Республика Бурятия,городской округ Улан-Удэ,Улан-Удэ,улица Гастелло,13,0.0391198151788783,True
5013.0,5478.0,"D. 43V, UL. UBILEINAYA    PSKOV G     ","Россия, Псков, Юбилейная улица, 43В",28.314511,57.807888,Россия,Псковская область,городской округ Псков,Псков,Юбилейная улица,43В,-0.108852443017117,True
5014.0,5478.0,"D. 36A, UL. VERHNYAYA DUB VLADIMIR G  ","Россия, Владимир, улица Верхняя Дуброва, 36А",40.344965,56.106068,Россия,Владимирская область,городской округ Владимир,Владимир,улица Верхняя Дуброва,36А,0.0156209219777257,True
5015.0,5478.0,"D. 28A, PROEZD AVTOMATIKI ORENBURG G  ","Россия, Оренбург, проезд Автоматики, 28А",55.159424,51.806868,Россия,Оренбургская область,городской округ Оренбург,Оренбург,проезд Автоматики,28А,,False
5016.0,5478.0,"D. 47, PR-KT LESNOI       PETROZAVODSK","Россия, Республика Карелия, Петрозаводск, Лесной проспект, 47",34.30861,61.776203,Россия,Республика Карелия,Петрозаводский городской округ,Петрозаводск,Лесной проспект,47,-0.0643999394767032,True
5017.0,5478.0,"15, UL. SMIRNOVA          TOMSK G     ","Россия, Томск, улица Смирнова, 15",84.978847,56.529153,Россия,Томская область,городской округ Томск,Томск,улица Смирнова,15,-0.0208083272722549,True
5018.0,5478.0,"D. 198/1, IRKUTSKII TRAKT TOMSK G     ","Россия, Томск, Иркутский тракт, 198/1",85.065103,56.522704,Россия,Томская область,городской округ Томск,Томск,Иркутский тракт,198/1,,False
5019.0,5478.0,"D. 28 D, PR-KT KOMSOMOL'S CHELYABINSK ","Россия, Челябинск, Комсомольский проспект, 28Д",61.354098,55.194835,Россия,Челябинская область,Челябинский городской округ,Челябинск,Комсомольский проспект,28Д,,False
5020.0,5478.0,"D. 60, UL. SOVETSKAYA     TAMBOV G    ","Россия, Тамбов, Советская улица, 60",41.463377,52.711247,Россия,Тамбовская область,городской округ Тамбов,Тамбов,Советская улица,60,,False
5021.0,5478.0,"D. 91, PR-KT OBVODNYI KAN ARKHANGELSK ","Россия, Архангельск, проспект Обводный канал, 91",40.537618,64.548725,Россия,Архангельская область,городской округ Архангельск,Архангельск,проспект Обводный канал,91,-0.0691872710113302,True
5022.0,5478.0,"D. 237, UL. GOR'KOGO      BLAGOVESHCHE","Россия, Амурская область, Благовещенск, улица Горького, 237",127.502434,50.269751,Россия,Амурская область,городской округ Благовещенск,Благовещенск,улица Горького,237,0.0177241713995248,True
5023.0,5478.0,"D. 203, UL. TRUDA         CHELYABINSK ","Россия, Челябинск, улица Труда, 203",61.355976,55.171051,Россия,Челябинская область,Челябинский городской округ,Челябинск,улица Труда,203,-0.0111872782528467,True
5024.0,5478.0,"D. 27, UL. SOF'I PEROVSKO MURMANSK G  ","Россия, Мурманск, улица Софьи Перовской, 27",33.088716,68.970753,Россия,Мурманская область,городской округ Мурманск,Мурманск,улица Софьи Перовской,27,-0.08828573054889,True
5025.0,5478.0,"D. 23D, UL. MALINOVSKOGO  ROSTOV-NA-DO","Россия, Ростов-на-Дону, улица Малиновского, 23Д",39.610584,47.228907,Россия,Ростовская область,городской округ Ростов-на-Дону,Ростов-на-Дону,улица Малиновского,23Д,-0.0044067755009045,True
5026.0,5478.0,"D. 63, UL. 50 LET VLKSM   TYUMEN G    ","Россия, Тюмень, улица 50 лет ВЛКСМ, 63",65.561403,57.133695,Россия,Тюменская область,городской округ Тюмень,Тюмень,улица 50 лет ВЛКСМ,63,-0.0476023744085961,True
5027.0,5478.0,"D. 203, NAB. REKI FONTANK SANKT-PETERB","Россия, Санкт-Петербург, набережная реки Фонтанки, 203ДК",30.266074,59.913081,Россия,Санкт-Петербург,Суземское городское поселение,Санкт-Петербург,набережная реки Фонтанки,203ДК,,False
5028.0,5478.0,"D. 173, UL. LENINA        YUZHNO-SAKHA","Россия, Сахалинская область, Южно-Сахалинск, улица Ленина, 173",142.730621,46.957845,Россия,Сахалинская область,городской округ Южно-Сахалинск,Южно-Сахалинск,улица Ленина,173,0.0122646998044452,True
5029.0,5478.0,"D. 33-A, UL. AMURSKAYA    CHITA G     ","Россия, Забайкальский край, Чита, Амурская улица, 33А",113.510311,52.024964,Россия,Забайкальский край,городской округ Чита,Чита,Амурская улица,33А,-0.1438249671490086,True
5030.0,5478.0,"D. 9, UL. DZERZHINSKOGO   SEMILUKI G  ","Россия, Воронежская область, Семилуки, улица Дзержинского, 9",39.020516,51.693547,Россия,Воронежская область,городское поселение Семилуки,Семилуки,улица Дзержинского,9,-0.0925192033037777,True
5031.0,5478.0,"D. 15, UL. NAHIMOVA       TOMSK G     ","Россия, Томск, улица Нахимова, 15",84.973376,56.454717,Россия,Томская область,городской округ Томск,Томск,улица Нахимова,15,0.0001615859202685,True
5032.0,5478.0,"D. 25, STR. 3, UL. VYSOCK TOMSK G     ","Россия, Томск, улица Владимира Высоцкого, 25с3",85.095233,56.517892,Россия,Томская область,городской округ Томск,Томск,улица Владимира Высоцкого,25с3,-0.0225288825297293,True
5033.0,5478.0,"D. 9A, UL. NEKRASOVA      KURGAN G    ","Россия, Курган, улица Некрасова, 9А",65.341397,55.452993,Россия,Курганская область,городской округ Курган,Курган,улица Некрасова,9А,,False
5034.0,5478.0,"D. 21, PR-KT OLIMPIISKII  MYTISHCHI G ","Россия, Московская область, Мытищи, Олимпийский проспект, 21",37.754224,55.925107,Россия,Московская область,городской округ Мытищи,Мытищи,Олимпийский проспект,21,-0.0928159460199282,True
5035.0,5478.0,"D. 5B, MKR. 1-I           MOSKOVSKIY G","Россия, Москва, Новомосковский административный округ, Филимонковский район, Московский, 1-й микрорайон, 5Б",37.354016,55.60551,Россия,Москва,Филимонковский район,Московский,,5Б,0.0318297315218992,True
5036.0,5478.0,"D. 41, UL. 50 LET OKTYABR KISELEVSK G ","Россия, Кемеровская область — Кузбасс, Киселёвск, улица 50 лет Октября, 41",86.707592,54.007453,Россия,Кемеровская область — Кузбасс,Киселёвский городской округ,Киселёвск,улица 50 лет Октября,41,,False
5037.0,5478.0,"D. 156, UL. MALAHOVA      BARNAUL G   ","Россия, Алтайский край, Барнаул, улица Малахова, 156",83.691858,53.331677,Россия,Алтайский край,городской округ Барнаул,Барнаул,улица Малахова,156,,False
5038.0,5478.0,"D. 19, UL. KIROVA         STARAYA KUPA","Россия, Московская область, Богородский городской округ, Старая Купавна, улица Кирова, 19",38.181625,55.803393,Россия,Московская область,Богородский городской округ,Старая Купавна,улица Кирова,19,0.0502633523549612,True
5039.0,5478.0,"D. 34B, UL. PETROVA       VERKHNYAYA P","Россия, Свердловская область, Верхняя Пышма, улица Петрова, 34",60.603143,56.966958,Россия,Свердловская область,городской округ Верхняя Пышма,Верхняя Пышма,улица Петрова,34,-0.0246095136636763,True
5040.0,5478.0,"D. 74, UL. HAR'KOVSKAYA   NOVOSHAKHTIN","Россия, Ростовская область, Новошахтинск, Харьковская улица, 74",39.913738,47.784953,Россия,Ростовская область,городской округ Новошахтинск,Новошахтинск,Харьковская улица,74,,False
5041.0,5478.0,"D. 5, PR-KT NAHODKINSKII  NAKHODKA G  ","Россия, Приморский край, Находка, Находкинский проспект, 5",132.903411,42.834067,Россия,Приморский край,Находкинский городской округ,Находка,Находкинский проспект,5,,False
5042.0,5478.0,"160, UL. ORENBURGSKII TRA KAZAN G     ","Россия, Республика Татарстан (Татарстан), Казань, улица Оренбургский Тракт, 160",49.189562,55.725787,Россия,Республика Татарстан (Татарстан),городской округ Казань,Казань,улица Оренбургский Тракт,160,-0.0837240322159606,True
5043.0,5478.0,"D. 8, UL. GAGARINA        KLIN G      ","Россия, Московская область, Клин, улица Гагарина, 8",36.729345,56.332267,Россия,Московская область,городской округ Клин,Клин,улица Гагарина,8,-0.1023364395143409,True
5044.0,5478.0,"D. 15A, UL. KLUBNAYA      FOKINO G    ","Россия, Приморский край, Фокино, Клубная улица, 15А",132.408744,42.974076,Россия,Приморский край,городской округ ЗАТО Фокино,Фокино,Клубная улица,15А,0.00912537407943,True
5045.0,5478.0,"D. 6, UL. KRASNAYA        SOLNECHNOGOR","Россия, Московская область, Солнечногорск, Красная улица, 6",36.990288,56.180292,Россия,Московская область,городской округ Солнечногорск,Солнечногорск,Красная улица,6,-0.0846001236270941,True
5046.0,5478.0,"D. 1, MKAD 91 KM          MYTISHCHI G ","Россия, Москва, МКАД, 91-й километр, 1",37.666117,55.89773,Россия,Москва,,Москва,"МКАД, 91-й километр",1,-0.0227498497197896,True
5047.0,5478.0,"D. 29, NAB. SEREBRYANICHE MOSKVA G    ","Россия, Москва, Серебряническая набережная, 29",37.653235,55.750565,Россия,Москва,,Москва,Серебряническая набережная,29,,False
5048.0,5478.0,"D. 13A, UL. SHIBANKOVA    NARO-FOMINSK","Россия, Московская область, Наро-Фоминск, улица Шибанкова, 13А",36.720946,55.41213,Россия,Московская область,Наро-Фоминский городской округ,Наро-Фоминск,улица Шибанкова,13А,,False
5049.0,5478.0,"D. 3V, UL. GARSHINA       TOMILINO P  ","Россия, Московская область, городской округ Люберцы, посёлок городского типа Томилино, улица Гаршина, 3",37.953767,55.66309,Россия,Московская область,городской округ Люберцы,посёлок городского типа Томилино,улица Гаршина,3,,False
5050.0,5478.0,"D. 25, UL. SVERDLOVA      BALASHIKHA G","Россия, Московская область, Балашиха, улица Свердлова, 25",37.970476,55.825032,Россия,Московская область,городской округ Балашиха,Балашиха,улица Свердлова,25,-0.025039660581625,True
5051.0,5478.0,"D. 10, PR-KT PROLETARSKII SHCHELKOVO G","Россия, Московская область, Щёлково, Пролетарский проспект, 10",38.001405,55.923942,Россия,Московская область,городской округ Щёлково,Щёлково,Пролетарский проспект,10,,False
5052.0,5478.0,"D. 2, UL. NOVAYA ZHIZN'   KRASNOARMEYS","Россия, Московская область, городской округ Пушкинский, Красноармейск, улица Новая Жизнь, 2",38.136682,56.102604,Россия,Московская область,городской округ Пушкинский,Красноармейск,улица Новая Жизнь,2,,False
5053.0,5478.0,"D. 252/2, UL. LENINA      BIYSK G     ","Россия, Алтайский край, Бийск, улица Владимира Ленина, 252/2",85.212715,52.539752,Россия,Алтайский край,городской округ Бийск,Бийск,улица Владимира Ленина,252/2,-0.0458421956441324,True
5055.0,5478.0,"D. 53, UL. KARLA MARKSA   ARMAVIR G   ","Россия, Краснодарский край, Армавир, улица Карла Маркса, 53",41.12597,44.999644,Россия,Краснодарский край,городской округ Армавир,Армавир,улица Карла Маркса,53,-0.0960006309873312,True
5056.0,5478.0,"D. 9A, PR-KT OKTYABRYA    STERLITAMAK ","Россия, Республика Башкортостан, Стерлитамак, проспект Октября, 9А",55.927636,53.629153,Россия,Республика Башкортостан,городской округ Стерлитамак,Стерлитамак,проспект Октября,9А,,False
5057.0,5478.0,"STR. 22, UL. PANFILOVA    VOLOKOLAMSK ","Россия, Московская область, Волоколамск, улица Панфилова, 22",35.957917,56.031186,Россия,Московская область,Волоколамский муниципальный округ,Волоколамск,улица Панфилова,22,-0.0476559313866381,True
5058.0,5478.0,"D. 22A, B-R OREHOVYI      MOSKVA G    ","Россия, Москва, Ореховый бульвар, 22А",37.732718,55.612045,Россия,Москва,,Москва,Ореховый бульвар,22А,-0.0234969964244154,True
5059.0,5478.0,"D. 4, UL. SPASSKAYA B.    MOSKVA G    ","Россия, Москва, Москва, Спасская улица, 4с1",37.640866,55.774345,Россия,Москва,,Москва,Спасская улица,4с1,-0.1170638270150331,True
5061.0,5478.0,"D. 9, STR. 14, UL. POLUSH YAROSLAVL G ","Россия, Ярославль, улица Полушкина Роща, 9с14",39.86778,57.654475,Россия,Ярославская область,городской округ Ярославль,Ярославль,улица Полушкина Роща,9с14,-0.0445754658123516,True
5062.0,5478.0,"D. 11, UL. KORNILOVA      NOVOURALSK G","Россия, Свердловская область, Новоуральск, улица Корнилова, 11",60.082228,57.217552,Россия,Свердловская область,Новоуральский городской округ,Новоуральск,улица Корнилова,11,,False
5063.0,5478.0,"D. 77, UL. TATISHEVA      EKATERINBURG","Россия, Свердловская область, Екатеринбург, улица Татищева, 77",60.548768,56.835313,Россия,Свердловская область,муниципальное образование Екатеринбург,Екатеринбург,улица Татищева,77,-0.0080277964554137,True
5064.0,5478.0,"D. 9, UL. LENINGRADSKAYA  ZARECHNYY G ","Россия, Свердловская область, Заречный, Ленинградская улица, 9",61.321454,56.797013,Россия,Свердловская область,муниципальный округ Заречный,Заречный,Ленинградская улица,9,,False
5065.0,5478.0,"D. 140, UL. SHISHKOVA     VORONEZH G  ","Россия, Воронеж, улица Шишкова, 140А",39.19549,51.711726,Россия,Воронежская область,городской округ Воронеж,Воронеж,улица Шишкова,140А,,False
5066.0,5478.0,"D. 174, UL. RUBEZHNAYA    UFA G       ","Россия, Республика Башкортостан, Уфа, Рубежная улица, 174",55.929056,54.674918,Россия,Республика Башкортостан,городской округ Уфа,Уфа,Рубежная улица,174,-0.0353947623572429,True
5067.0,5478.0,"D. 2V, UL. MAGISTRAL'NAYA BELGOROD G  ","Россия, Белгород, Магистральная улица, 2",36.536189,50.571736,Россия,Белгородская область,муниципальное образование Белгород,Белгород,Магистральная улица,2,-0.1450012314747548,True
5068.0,5478.0,"D. 2A, UL. KOROLEVA       BELGOROD G  ","Россия, Белгород, улица Королёва, 2Ак3",36.572311,50.571953,Россия,Белгородская область,муниципальное образование Белгород,Белгород,улица Королёва,2Ак3,,False
5069.0,5478.0,"D. 27, MKR. VOSTOCHNYI    STARYY OSKOL","Россия, Белгородская область, Старый Оскол, микрорайон Восточный, 27",37.906426,51.313858,Россия,Белгородская область,Старооскольский городской округ,Старый Оскол,,27,-0.1106771816237419,True
5070.0,5478.0,"D. 55A, UL. AZINA         SARAPUL G   ","Россия, Удмуртская Республика, Сарапул, улица Азина, 55А",53.806992,56.467394,Россия,Удмуртская Республика,городской округ Сарапул,Сарапул,улица Азина,55А,-0.004044742720164,True
5071.0,5478.0,"D. 86, LIT. A, UL. MARATA SANKT-PETERB","Россия, Санкт-Петербург, улица Марата, 86",30.338973,59.918986,Россия,Санкт-Петербург,,Санкт-Петербург,улица Марата,86,-0.0176090834980832,True
5072.0,5478.0,"D. 42, LIT. D, PR-KT 25 O GATCHINA G  ","Россия, Ленинградская область, Гатчина, проспект 25 Октября, 42Д",30.125677,59.574882,Россия,Ленинградская область,Гатчинский муниципальный округ,Гатчина,проспект 25 Октября,42Д,-0.0893354653748194,True
5073.0,5478.0,"D. 5, LIT. A, UL. TORZHKO SANKT-PETERB","Россия, Санкт-Петербург, Торжковская улица, 5",30.3094,59.98783,Россия,Санкт-Петербург,Суземское городское поселение,Санкт-Петербург,Торжковская улица,5,,False
5074.0,5478.0,D. 39                     DZERZHINSKOG,"Россия, Московская область, Балашиха, микрорайон Дзержинского, 39",37.901431,55.776968,Россия,Московская область,городской округ Балашиха,Балашиха,,39,-0.0846727909027643,True
5075.0,5478.0,"D. 17, UL. BEZYMENSKOGO   VLADIMIR G  ","Россия, Владимир, улица Безыменского, 17",40.444337,56.169543,Россия,Владимирская область,городской округ Владимир,Владимир,улица Безыменского,17,,False
5076.0,5478.0,"D. 2, PER. SADOVYI        MIASS G     ","Россия, Челябинская область, Миасс, Садовый переулок, 2",60.131734,55.087806,Россия,Челябинская область,Миасский городской округ,Миасс,Садовый переулок,2,,False
5077.0,5478.0,"D. 83, UL. RYLEEVA        TAMBOV G    ","Россия, Тамбов, улица Рылеева, 83",41.414643,52.771361,Россия,Тамбовская область,городской округ Тамбов,Тамбов,улица Рылеева,83,0.0147229074688665,True
5078.0,5478.0,"D. 99A, UL. BRAT'EV KASHI CHELYABINSK ","Россия, Челябинск, улица Братьев Кашириных, 99А",61.348008,55.17793,Россия,Челябинская область,Челябинский городской округ,Челябинск,улица Братьев Кашириных,99А,-0.0015884567325672,True
5079.0,5478.0,"D. 108, SH. MOSKOVSKOE    ULYANOVSK G ","Россия, Ульяновск, Московское шоссе, 108",48.360183,54.306927,Россия,Ульяновская область,городской округ Ульяновск,Ульяновск,Московское шоссе,108,,False
5080.0,5478.0,"D. 64, UL. PUSHKAREVA     ULYANOVSK G ","Россия, Ульяновск, улица Пушкарёва, 64",48.357731,54.318467,Россия,Ульяновская область,городской округ Ульяновск,Ульяновск,улица Пушкарёва,64,-0.0290880853530397,True
5081.0,5478.0,"D. 40, UL. LESKOVA        NIZHNIY NOVG","Россия, Нижний Новгород, улица Лескова, 40",43.856561,56.233554,Россия,Нижегородская область,городской округ Нижний Новгород,Нижний Новгород,улица Лескова,40,-0.0620086234969426,True
5082.0,5478.0,"D. 3, UL. VATUTINA        NIZHNIY NOVG","Россия, Нижний Новгород, улица Ватутина, 3",43.84632,56.24576,Россия,Нижегородская область,городской округ Нижний Новгород,Нижний Новгород,улица Ватутина,3,,False
5083.0,5478.0,"D. 33, UL. BURDENKO       NIZHNIY NOVG","Россия, Нижний Новгород, жилой район Северный, улица Бурденко, 33",43.89252,56.270046,Россия,Нижегородская область,городской округ Нижний Новгород,Нижний Новгород,улица Бурденко,33,-0.0570165277712107,True
5084.0,5478.0,"D. 1, UL. BETANKURA       NIZHNIY NOVG","Россия, Нижний Новгород, улица Бетанкура, 1",43.956211,56.339402,Россия,Нижегородская область,городской округ Нижний Новгород,Нижний Новгород,улица Бетанкура,1,,False
5085.0,5478.0,"D. 9, UL. KUZOVATOVSKAYA  ULYANOVSK G ","Россия, Ульяновск, Кузоватовская улица, 9",48.301146,54.278992,Россия,Ульяновская область,городской округ Ульяновск,Ульяновск,Кузоватовская улица,9,,False
5086.0,5478.0,"D. 19A, UL. KAMYSHINSKAYA ULYANOVSK G ","Россия, Ульяновск, Камышинская улица, 19А",48.303374,54.271337,Россия,Ульяновская область,городской округ Ульяновск,Ульяновск,Камышинская улица,19А,-0.0934575747412059,True
5087.0,5478.0,"D. 169, UL. KUIBYSHEVA    RASSKAZOVO G","Россия, Тамбовская область, Рассказово, улица Куйбышева, 169",41.888738,52.664149,Россия,Тамбовская область,городской округ Рассказово,Рассказово,улица Куйбышева,169,-0.0171861549254084,True
5088.0,5478.0,"D. 5, UL. BRAT'EV RADCHEN KOLPINO G   ","Россия, Санкт-Петербург, Колпино, улица Братьев Радченко, 5",30.579146,59.751655,Россия,Санкт-Петербург,Колпинский район,Колпино,улица Братьев Радченко,5,,False
5089.0,5478.0,"D. 31, UL. SOBORNAYA      GATCHINA G  ","Россия, Ленинградская область, Гатчина, Соборная улица, 31",30.135468,59.563551,Россия,Ленинградская область,Гатчинский муниципальный округ,Гатчина,Соборная улица,31,,False
5090.0,5478.0,"D. 17/11, UL. NEKRASOVA   PSKOV G     ","Россия, Псков, улица Некрасова, 17",28.34059,57.814624,Россия,Псковская область,городской округ Псков,Псков,улица Некрасова,17,-0.0944277793022183,True
5091.0,5478.0,"D. 40, KORP. 1, UL. SEM'I NOVOSIBIRSK ","Россия, Новосибирск, улица Семьи Шамшиных, 40к1",82.932871,55.034394,Россия,Новосибирская область,городской округ Новосибирск,Новосибирск,улица Семьи Шамшиных,40к1,-0.0766258583693067,True
5092.0,5478.0,"D. 1/1, UL. MITROFANOVA   BIYSK G     ","Россия, Алтайский край, Бийск, улица Михаила Митрофанова, 1/1",85.181121,52.523805,Россия,Алтайский край,городской округ Бийск,Бийск,улица Михаила Митрофанова,1/1,-0.0623154063530472,True
5093.0,5478.0,"D. 7A, UL. KOVALENKO      SARANSK G   ","Россия, Республика Мордовия, Саранск, улица Коваленко, 7А",45.121371,54.2203,Россия,Республика Мордовия,городской округ Саранск,Саранск,улица Коваленко,7А,,False
5094.0,5478.0,"D. 8, UL. VOLZHSKAYA 2-YA KOSTROMA G  ","Россия, Кострома, 2-я Волжская улица, 8",40.976733,57.744211,Россия,Костромская область,городской округ Кострома,Кострома,2-я Волжская улица,8,-0.1126303432481058,True
5096.0,5478.0,"D. 11/13, PER. MIRNYI     SARATOV G   ","Россия, Саратов, Мирный переулок, 11/13",46.016587,51.532699,Россия,Саратовская область,муниципальное образование Саратов,Саратов,Мирный переулок,11/13,,False
5097.0,5478.0,"D. 36, PER. STREMYANNYI   MOSKVA G    ","Россия, Москва, Стремянный переулок, 36",37.627373,55.727597,Россия,Москва,,Москва,Стремянный переулок,36,,False
5098.0,5478.0,"D. 2, UL. LENINA          KRASNOGORSK ","Россия, Московская область, Красногорск, улица Ленина, 2",37.320248,55.819454,Россия,Московская область,городской округ Красногорск,Красногорск,улица Ленина,2,-0.004896926938226,True
5099.0,5478.0,"D. 36, SH. VOTKINSKOE     IZHEVSK G   ","Россия, Удмуртская Республика, Ижевск, Воткинское шоссе, 36",53.233086,56.885687,Россия,Удмуртская Республика,городской округ Ижевск,Ижевск,Воткинское шоссе,36,-0.1153103358862846,True
5100.0,5478.0,"D. 115, UL. PERVOMAISKAYA YOSHKAR-OLA ","Россия, Республика Марий Эл, Йошкар-Ола, Первомайская улица, 115",47.884768,56.633204,Россия,Республика Марий Эл,городской округ Йошкар-Ола,Йошкар-Ола,Первомайская улица,115,,False
5101.0,5478.0,"D. 28, UL. PROHOROVA      YOSHKAR-OLA ","Россия, Республика Марий Эл, Йошкар-Ола, улица Прохорова, 28",47.836358,56.633798,Россия,Республика Марий Эл,городской округ Йошкар-Ола,Йошкар-Ола,улица Прохорова,28,,False
5102.0,5478.0,"D. 62A, UL. CHKALOVA      BARNAUL G   ","Россия, Алтайский край, Барнаул, улица Чкалова, 62/40",83.78389,53.342398,Россия,Алтайский край,городской округ Барнаул,Барнаул,улица Чкалова,62/40,,False
5103.0,5478.0,"D. 9, UL. PIONERSKAYA     TAMBOV G    ","Россия, Тамбов, Пионерская улица, 9",41.469638,52.702855,Россия,Тамбовская область,городской округ Тамбов,Тамбов,Пионерская улица,9,-0.1432992994696708,True
5104.0,5478.0,"D. 17, UL. GUR'EVSKAYA    KEMEROVO G  ","Россия, Кемерово, Гурьевская улица, 17",86.019204,55.398774,Россия,Кемеровская область — Кузбасс,Кемеровский городской округ,Кемерово,Гурьевская улица,17,-0.122308082683508,True
5105.0,5478.0,"D. 107, PR-KT SHAHTEROV   KEMEROVO G  ","Россия, Кемерово, проспект Шахтёров, 107",86.123346,55.407673,Россия,Кемеровская область — Кузбасс,Кемеровский городской округ,Кемерово,проспект Шахтёров,107,-0.0970505996999009,True
5106.0,5478.0,"D. 56, UL. BOL'SHAYA POKR NIZHNIY NOVG","Россия, Нижний Новгород, Большая Покровская улица, 56",43.993913,56.31565,Россия,Нижегородская область,городской округ Нижний Новгород,Нижний Новгород,Большая Покровская улица,56,-0.028643980807322,True
5107.0,5478.0,"D. 7, UL. TKACHEI         KOSTROMA G  ","Россия, Кострома, улица Ткачей, 7",40.918998,57.786644,Россия,Костромская область,городской округ Кострома,Кострома,улица Ткачей,7,0.0002992711101072,True
5109.0,5478.0,"D. 15A, SH. PUSHKINSKOE   GATCHINA G  ","Россия, Ленинградская область, Гатчина, Пушкинское шоссе, 15А",30.14632,59.582145,Россия,Ленинградская область,Гатчинский муниципальный округ,Гатчина,Пушкинское шоссе,15А,-0.0446091479558868,True
5110.0,5478.0,"D. 40, PR-KT SVETLANOVSKI SANKT-PETERB","Россия, Санкт-Петербург, Светлановский проспект, 40к1",30.376558,60.023196,Россия,Санкт-Петербург,,Санкт-Петербург,Светлановский проспект,40к1,,False
5111.0,5478.0,"D. 6, LIT. A, PL. PRIVOKZ MURINO P    ","Россия, Ленинградская область, Всеволожский район, Мурино, Привокзальная площадь, 6",30.442701,60.050327,Россия,Ленинградская область,Муринское городское поселение,Мурино,Привокзальная площадь,6,-0.0027392520855474,True
5112.0,5478.0,"D. 28, LIT. A, PR-KT MOSK SANKT-PETERB","Россия, Санкт-Петербург, Московский проспект, 28",30.318698,59.916487,Россия,Санкт-Петербург,район Коммунарка,Санкт-Петербург,Московский проспект,28,-0.0500624524279348,True
5113.0,5478.0,"D. 28, LIT. A, PR-KT MOSK SANKT-PETERB","Россия, Санкт-Петербург, Московский проспект, 28",30.318698,59.916487,Россия,Санкт-Петербург,район Коммунарка,Санкт-Петербург,Московский проспект,28,-0.1028150086063411,True
5114.0,5478.0,"D. 1/71, LIT. A, UL. MARA SANKT-PETERB","Россия, Санкт-Петербург, Санкт-Петербург, улица Мира, 1",30.420154,59.899202,Россия,Санкт-Петербург,,Санкт-Петербург,улица Мира,1,,False
5115.0,5478.0,"D. 29, LIT. A, UL. ODOEVS SANKT-PETERB","Россия, Санкт-Петербург, улица Одоевского, 29",30.234849,59.948239,Россия,Санкт-Петербург,Суземское городское поселение,Санкт-Петербург,улица Одоевского,29,-0.0209079780756978,True
5116.0,5478.0,"D. 71, LIT. A, PR-KT MOSK SANKT-PETERB","Россия, Санкт-Петербург, Московский проспект, 71",30.317494,59.906269,Россия,Санкт-Петербург,район Коммунарка,Санкт-Петербург,Московский проспект,71,-0.031602944468922,True
5117.0,5478.0,"D. 2, LIT. G, PR-KT NEVSK SANKT-PETERB","Россия, Санкт-Петербург, Невский проспект, 2",30.313631,59.937594,Россия,Санкт-Петербург,Тазовский район,Санкт-Петербург,Невский проспект,2,-0.0507971544396408,True
5118.0,5478.0,"D. 38, UL. LENINGRADSKAYA VSEVOLOZHSK ","Россия, Ленинградская область, Всеволожск, Ленинградская улица, 38",30.638651,60.028982,Россия,Ленинградская область,Всеволожское городское поселение,Всеволожск,Ленинградская улица,38,-0.0508477710936369,True
5119.0,5478.0,"D. 3, LIT. A, UL. SLUCKAY PAVLOVSK G  ","Россия, Санкт-Петербург, Пушкинский район, Павловск, Слуцкая улица, 3А",30.431903,59.691507,Россия,Санкт-Петербург,Пушкинский район,Павловск,Слуцкая улица,3А,-0.0268925024528942,True
5120.0,5478.0,"D. 90, UL. MAKSIMA GOR'KO IZHEVSK G   ","Россия, Удмуртская Республика, Ижевск, улица Максима Горького, 90",53.201133,56.847493,Россия,Удмуртская Республика,городской округ Ижевск,Ижевск,улица Максима Горького,90,-0.0717047745440202,True
5121.0,5478.0,"D. 122, UL. SKLIZKOVA     TVER G      ","Россия, Тверь, улица Склизкова, 122",35.946463,56.829468,Россия,Тверская область,городской округ Тверь,Тверь,улица Склизкова,122,-0.1327198315776662,True
