atm_id,atm_lat,atm_lon,nearest_offices_name,nearest_offices_dist_m,count_offices_100m,count_offices_300m,count_offices_500m,count_offices_1000m,count_payment_terminals_100m,count_payment_terminals_300m,count_payment_terminals_500m,count_payment_terminals_1000m,nearest_payment_terminals_name,nearest_payment_terminals_dist_m,count_money_transfer_100m,count_money_transfer_300m,count_money_transfer_500m,count_money_transfer_1000m,nearest_money_transfer_name,nearest_money_transfer_dist_m,nearest_shops_food_small_name,nearest_shops_food_small_dist_m,count_shops_food_small_100m,count_shops_food_small_300m,count_shops_food_small_500m,count_shops_food_small_1000m,count_hypermarkets_100m,count_hypermarkets_300m,count_hypermarkets_500m,count_hypermarkets_1000m,nearest_hypermarkets_name,nearest_hypermarkets_dist_m,count_markets_100m,count_markets_300m,count_markets_500m,count_markets_1000m,nearest_markets_name,nearest_markets_dist_m,nearest_fitness_sport_name,nearest_fitness_sport_dist_m,count_fitness_sport_100m,count_fitness_sport_300m,count_fitness_sport_500m,count_fitness_sport_1000m,nearest_hotels_hostels_name,nearest_hotels_hostels_dist_m,count_hotels_hostels_100m,count_hotels_hostels_300m,count_hotels_hostels_500m,count_hotels_hostels_1000m,count_railway_stations_100m,count_railway_stations_300m,count_railway_stations_500m,count_railway_stations_1000m,nearest_railway_stations_name,nearest_railway_stations_dist_m,count_residential_buildings_100m,count_residential_buildings_300m,count_residential_buildings_500m,count_residential_buildings_1000m,nearest_residential_buildings_name,nearest_residential_buildings_dist_m,count_residential_landuse_100m,count_residential_landuse_300m,count_residential_landuse_500m,count_residential_landuse_1000m,nearest_residential_landuse_name,nearest_residential_landuse_dist_m,nearest_fuel_name,nearest_fuel_dist_m,count_fuel_100m,count_fuel_300m,count_fuel_500m,count_fuel_1000m,count_highway_pedestrian_100m,count_highway_pedestrian_300m,count_highway_pedestrian_500m,count_highway_pedestrian_1000m,nearest_highway_pedestrian_name,nearest_highway_pedestrian_dist_m,nearest_footway_100m_name,nearest_footway_100m_dist_m,count_footway_100m_100m,count_landuse_mix_100m,count_landuse_mix_300m,count_landuse_mix_500m,count_landuse_mix_1000m,nearest_landuse_mix_name,nearest_landuse_mix_dist_m,land_use_type,land_use_dist_m,city_center_name,city_center_dist_m,is_city_center
3746.0,52.587044,39.53226,МТС,262.0,0,3,4,11,0,0,0,0,,,0,0,0,0,,,,220.0,0,2,7,16,0,0,0,0,,,0,1,1,1,Октябрьский рынок,176.8,,,0,0,0,0,На Бунина,891.2,0,0,0,1,0,0,0,0,,,0,0,0,0,,,0,0,2,10,Микрорайон №22,312.1,ЛТК,692.6,0,0,0,5,0,0,0,0,,,,,0,0,0,0,0,,,residential,312.1,,,0
3748.0,57.946087,56.26543,,1.1,1,5,6,10,0,0,0,0,,,0,0,0,0,,,,359.3,0,0,1,3,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,1,2,,302.7,,,0,0,0,0,0,0,0,0,,,,92.4,2,0,0,0,0,,,industrial,163.9,,,0
3749.0,43.456747,132.287229,МТС,853.8,0,0,0,1,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,0,0,0,1,"рынок ""Восток""",867.4,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,26.2,2,0,0,0,0,,,residential,293.4,Артём,11380.1,0
3750.0,43.15712,131.926196,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,136.2,0,2,6,25,0,0,0,0,,,0,0,0,0,,,ФанДжим,121.8,0,1,2,4,Восток,346.9,0,0,2,2,0,0,0,0,,,0,0,0,0,,,0,3,6,15,,169.9,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,,,commercial,36.5,Владивосток,5722.5,0
3752.0,57.946087,56.26543,,1.1,1,5,6,10,0,0,0,0,,,0,0,0,0,,,,359.3,0,0,1,3,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,2,,844.7,0,0,0,0,,,V & V,347.7,0,0,1,2,0,0,0,0,,,,,0,0,0,0,0,,,industrial,163.9,,,0
3753.0,55.859266,37.585583,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,Погости.ру,558.0,0,0,0,2,0,0,0,0,,,0,0,0,2,,613.6,0,0,1,7,,492.2,Трасса,853.3,0,0,0,1,0,0,0,0,,,,85.0,1,0,0,0,0,,,industrial,397.8,Долгопрудный,9456.9,0
3754.0,55.75826,37.406774,МегаФон,36.1,1,6,9,20,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,,,0,0,0,0,0,1,1,1,Крылатское,204.2,0,0,0,0,,,0,0,0,0,,,Татнефть,672.0,0,0,0,1,0,0,0,0,,,,43.5,12,0,0,0,0,,,commercial,36.1,,,0
3755.0,55.75826,37.406774,,,0,0,0,0,0,4,4,9,,205.7,0,0,0,0,,,ВкусВилл,47.1,2,4,7,11,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,43.5,12,0,1,1,6,,244.9,commercial,36.1,,,0
3756.0,55.702247,37.694881,,3.7,3,23,37,67,0,0,0,0,,,0,0,0,0,,,Гуд Фуд,507.6,0,0,0,14,0,0,0,0,,,0,0,0,2,Авторынок Южный порт,507.1,Детский пневматический тир,527.2,0,0,0,2,Ю-Порт,532.2,0,0,0,3,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,,,industrial,188.5,,,0
3757.0,55.43227,37.7668,Сбербанк,144.2,0,2,6,22,0,0,0,1,,922.5,0,0,0,0,,,Фасоль,293.4,0,1,7,24,0,0,0,0,,,0,0,0,2,Домодедовский рынок,620.8,Школа бокса,245.3,0,1,1,6,Глобус,995.1,0,0,0,1,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,,,commercial,144.2,Домодедово,513.0,1
3759.0,53.23917,50.238462,Самарский бетонный завод,206.7,0,3,10,20,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,8,,553.8,,,0,0,0,0,0,0,0,1,,925.8,,,0,0,0,0,0,,,commercial,206.7,Самара,10353.6,0
3760.0,55.43227,37.7668,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,0,0,0,2,Домодедовский рынок,620.8,Школа бокса,245.3,0,1,1,6,Глобус,995.1,0,0,0,1,0,0,0,1,Домодедово,957.3,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,20.2,27,0,0,0,0,,,residential,200.9,,,0
3761.0,59.957737,30.404487,ПЭК: Easyway,51.5,3,9,27,43,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,Арт Пилатес,125.0,0,1,1,3,Мини-отель,416.7,0,0,1,2,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,27.3,19,0,0,0,0,,,commercial,51.5,,,0
3762.0,55.476919,37.718804,ПЭК,466.0,0,0,1,4,0,0,0,0,,,0,0,0,0,,,Магнит,654.0,0,0,0,1,0,0,0,0,,,0,0,0,0,Фуд Сити Домодедово,1001.6,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,,,industrial,79.8,Домодедово,5444.5,0
3763.0,55.701303,38.958344,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,79.0,1,0,0,0,0,,,commercial,158.0,Орехово-Зуево,11767.5,0
3765.0,52.754321,41.469773,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,Роснефть,382.1,0,0,2,3,0,0,0,0,,,,115.4,0,0,0,0,0,,,industrial,170.0,,,0
3766.0,55.611414,38.110703,Фронери,251.3,0,3,13,27,0,0,1,4,МКБ,346.5,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,Общежития МГТУ им. Н.Э. Баумана,516.2,0,0,0,3,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,,,industrial,139.6,Жуковский,1678.9,0
3770.0,45.02654,39.046298,,,0,0,0,0,0,0,0,0,,,0,0,0,1,Юнистрим,926.4,Вкуснотека,382.3,0,0,2,8,0,0,0,0,,,0,0,0,0,,,X-Fit Меридиан,76.5,1,2,2,5,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,Лукойл,502.1,0,0,0,8,0,0,0,0,,,,,0,0,0,0,0,,,,,,,0
3771.0,54.995741,73.2002,ПЭК,693.2,0,0,0,1,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,1,4,19,«САН ИнБев» (РОСАР),191.7,,,Омск,10976.6,0
3773.0,55.799026,38.184104,Билайн,411.8,0,0,2,3,0,0,1,2,,428.4,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,459.5,0,0,1,1,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,4,24,,392.7,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,,,industrial,207.2,,,0
3774.0,55.971668,37.491602,МТС,508.4,0,0,0,1,0,0,0,0,,,0,0,0,0,,,Продукты,590.9,0,0,0,6,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,,,industrial,86.1,Долгопрудный,2794.4,0
3775.0,55.90305,37.450477,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,Корона,799.9,0,0,0,1,0,0,0,0,,,0,0,0,0,,,0,2,5,18,,152.6,,,0,0,0,0,0,0,0,0,,,,,0,0,2,6,26,,152.6,residential,152.6,,,0
3776.0,43.671377,40.297543,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,Radisson Rosa Khutor,139.4,0,5,8,14,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,16,31,35,36,,38.5,,,0,0,0,0,0,,,commercial,219.9,,,0
3777.0,55.705858,37.725487,,,0,0,0,0,0,0,0,1,,582.4,0,0,0,0,,,Продукты из Армении,291.9,0,1,4,25,0,0,0,0,,,0,0,0,1,Люблинский колхозный рынок,674.9,"Спортивный центр ""Москвич""",406.1,0,0,1,5,Сити-Отель,48.7,1,2,2,4,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,,,commercial,106.7,,,0
3778.0,55.484061,38.157568,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,1,2,13,,294.8,,,,,0
3779.0,55.848347,37.505472,,449.0,0,0,3,10,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,World Class,774.4,0,0,0,3,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,1,2,8,,293.1,,,0,0,0,0,0,0,0,1,,753.4,,42.6,10,0,0,0,0,,,commercial,449.0,,,0
3780.0,55.720271,37.430085,МТС,69.1,1,5,9,28,0,3,6,10,,180.3,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,World Class Рябиновая,237.8,0,2,2,3,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,,,commercial,69.1,Одинцово,10321.4,0
3781.0,56.757303,37.138483,Управление ПФР № 36,67.6,1,5,7,9,1,1,1,1,,95.4,0,0,0,0,,,,65.2,2,3,8,13,0,0,0,0,,,0,1,1,2,Дубненский рынок,110.8,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,Опти,775.0,0,0,0,2,0,0,2,2,площадь Космонавтов,381.6,,,0,0,0,0,0,,,commercial,67.6,,,0
3782.0,55.801136,37.526995,Приёмная комиссия,17.0,1,18,45,154,0,0,1,9,,454.1,0,0,0,1,Юнистрим,902.7,Домашкино,194.2,0,1,5,38,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,Авиалюкс,326.7,0,0,3,7,0,0,1,2,Аэропорт,394.7,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,,,commercial,17.0,,,0
3783.0,56.732015,37.150871,,,0,0,0,0,0,0,0,1,,536.7,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,0,0,0,1,Большеволжский,558.8,,,0,0,0,0,,831.9,0,0,0,1,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,1,1,1,,228.2,,31.1,12,0,0,0,0,,,commercial,114.3,,,0
3784.0,55.669965,37.480364,,,0,0,0,0,0,0,1,4,,497.4,0,0,0,0,,,ВкусВилл,227.4,0,1,1,13,0,0,0,0,,,0,0,0,0,,,Триумф,236.6,0,2,5,10,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,1,1,10,,297.1,Teboil,407.3,0,0,1,8,0,0,0,0,,,,,0,0,1,1,13,,297.1,,,,,0
3785.0,55.778735,37.602023,,,0,0,0,0,0,0,0,0,,,0,0,0,1,Юнистрим,778.2,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,Спарта,284.7,0,1,8,17,Сон в кубе,57.1,1,1,3,23,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,,563.8,0,0,0,2,0,0,0,0,,,,54.9,46,0,6,18,85,,159.2,commercial,35.6,Москва,3285.5,0
3786.0,55.77196,37.605724,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,Che,156.1,0,7,14,68,0,0,0,7,Маяковская,696.7,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,1,2,,433.1,,53.4,24,0,0,0,0,,,residential,117.5,Москва,2496.3,0
3787.0,57.685787,39.786887,,234.9,0,2,6,17,0,0,0,1,Универсальная касса,824.4,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,0,1,1,1,Дзержинский рынок,159.2,Лапки,586.9,0,0,0,7,,,0,0,0,0,0,0,0,0,,,0,0,4,10,,377.0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,,,commercial,234.9,,,0
3788.0,51.827629,107.588518,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,694.8,0,0,0,2,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,1,Бурятский республиканский театр кукол «Ульгэр»,646.9,0,1,7,39,,251.0,,,0,0,0,0,0,0,0,0,,,,,0,1,5,18,59,,11.8,commercial,11.8,,,0
3789.0,56.326393,44.022479,,,0,0,0,0,0,1,1,2,,159.4,0,0,0,0,,,SPAR Express,222.2,0,2,4,17,0,0,0,0,,,0,0,0,0,,,Классическая йога,209.1,0,1,1,8,Дипломат,158.6,0,2,3,10,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,Лукойл,600.9,0,0,0,2,0,0,0,0,,,,,0,0,0,0,0,,,residential,98.9,Нижний Новгород,1072.8,1
3791.0,51.827629,107.588518,,113.4,0,8,13,42,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,Чайный путь,408.1,0,0,3,11,0,0,0,0,,,0,0,0,0,,,0,1,7,39,,251.0,,,0,0,0,0,0,2,3,7,площадь Революции,209.1,,,0,1,5,18,59,,11.8,commercial,113.4,,,0
3792.0,55.756001,37.804727,Правовые ответы,271.4,0,1,3,22,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,4,7,26,,157.8,,,0,0,0,0,0,0,0,1,,666.2,,39.1,6,0,5,8,32,,157.8,residential,157.8,,,0
3793.0,51.858755,107.735248,Капитал Медицинское Страхование,432.5,0,0,1,2,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,2,2,,442.4,0,0,0,0,,,,,0,0,0,0,0,0,0,0,улица Чкалова,1107.3,,28.7,2,0,0,0,0,,,commercial,432.5,,,0
3794.0,48.641452,44.433899,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,3,"ЖК ""Университетский""",626.7,Река,394.8,0,0,1,2,0,0,0,0,,,,,0,0,0,1,10,,401.4,,,,,0
3795.0,51.98382,106.584048,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,17.2,2,2,2,4,0,0,0,0,,,0,1,1,1,Центральный,160.7,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,1,1,,308.6,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,,,residential,308.6,,,0
3799.0,54.976922,73.386717,Управление Федеральной налоговой службы,127.5,0,21,50,115,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,Ibis Сибирь,728.6,0,0,0,5,0,0,0,0,,,0,0,0,0,,,0,1,7,21,,184.8,,,0,0,0,0,0,0,1,8,улица Чокана Валиханова,494.4,,46.7,2,0,0,0,0,,,,,Омск,1879.9,0
3800.0,54.976473,73.326898,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,Сибирские колбасы,548.7,0,0,0,16,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,Континент,196.5,0,1,1,1,0,0,0,0,,,0,0,0,3,,871.1,0,0,0,11,,675.0,Юнигаз,1000.7,0,0,0,0,0,0,0,0,,,,54.5,1,0,0,0,0,,,commercial,182.5,,,0
3801.0,54.951069,73.327932,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,СДЮСШОР№33,580.3,0,0,0,3,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,161.2,0,0,3,7,38,,225.0,commercial,75.5,,,0
3804.0,45.026036,38.971405,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,27.9,10,0,1,4,9,Кооперативный рынок,278.0,commercial,278.0,Краснодар,1112.7,1
3806.0,55.015743,82.935961,АльянсТрансТорг,170.9,0,5,18,52,0,0,0,0,,,0,0,0,0,,,Восточные сладости,184.3,0,1,3,13,0,0,0,0,,,0,0,0,0,Октябрьский рынок,1068.8,,,0,0,0,0,,,0,0,0,0,0,0,1,2,Октябрьская,411.6,0,0,0,0,,,0,0,0,0,,,Лукойл,482.8,0,0,1,3,0,0,0,0,,,,,0,0,0,0,0,,,residential,137.5,Новосибирск,1686.2,0
3807.0,55.674976,37.613027,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,Атмосфера,140.4,0,4,5,7,,604.0,0,0,0,2,0,0,1,1,Нагорная,379.5,0,0,0,0,,,0,2,3,8,,127.5,Лукойл,196.4,0,1,1,1,0,0,0,0,,,,,0,0,6,10,35,,127.5,residential,127.5,Москва,7002.9,0
3808.0,55.870758,37.659991,,,0,0,0,0,0,0,1,2,,476.4,0,0,1,1,Юнистрим,375.5,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,Sky,876.1,0,0,0,1,0,0,0,0,,,0,0,0,0,,,0,2,2,14,,206.1,,,0,0,0,0,0,1,1,1,,190.0,,,0,0,0,0,0,,,,,Мытищи,6325.0,0
3810.0,55.794543,37.608401,,,0,0,0,0,0,0,1,2,,404.2,0,0,0,0,,,,163.7,0,2,5,25,0,0,0,0,,,0,0,1,1,Московские ярмарки,394.2,Оздоровительный комплекс поликлиники №1 ГУ МВД России по г. Москве,401.9,0,0,3,14,Райкин Plaza Hotel,596.6,0,0,0,6,0,0,0,2,Марьина Роща,507.7,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,55.5,7,0,0,0,0,,,commercial,36.6,,,0
3812.0,55.817102,37.641575,Телеканал «Звезда»,107.2,0,6,18,71,0,2,4,6,,219.5,0,0,0,3,Contact,527.7,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,1,2,ВДНХ,429.7,0,0,1,1,,419.1,1,2,6,23,,81.6,Роснефть,290.8,0,1,1,3,0,0,0,0,,,,,0,0,0,0,0,,,commercial,107.2,,,0
3813.0,53.722835,91.445496,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,Алые паруса,647.3,0,0,0,4,0,0,0,0,,,0,0,0,1,Центральный рынок,787.5,,,0,0,0,0,Абакан,121.0,0,2,3,7,0,0,0,0,,,0,0,0,0,,,1,3,10,40,,91.9,,,0,0,0,0,0,0,0,6,,517.6,,42.3,4,0,0,0,0,,,,,,,0
3815.0,56.029818,92.83156,,,0,0,0,0,0,0,0,2,Citypay,593.0,0,0,0,0,,,,313.2,0,0,2,8,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,0,1,Путепровод,540.4,0,0,0,3,,524.7,0,0,5,14,,336.0,ОПТИ,162.7,0,1,3,3,0,0,0,0,,,,,0,0,0,0,0,,,,,,,0
3816.0,55.732306,37.576277,Cordiant,90.3,1,11,20,162,0,0,0,1,,692.2,0,0,0,0,,,ВкусВилл,300.6,0,0,2,22,0,0,0,0,,,0,0,0,2,Ярмарка выходного дня,578.8,,,0,0,0,0,Графский,639.6,0,0,0,4,0,0,0,1,Фрунзенская,617.8,0,0,0,0,,,0,2,6,41,,144.6,,,0,0,0,0,0,0,0,0,,,,,0,0,6,12,58,Архивный городок,121.6,,,,,0
3817.0,55.66603,37.556756,МИПА - Институт ароматерапии,80.9,1,4,11,46,0,0,0,0,,,0,0,0,1,Юнистрим,583.5,,,0,0,0,0,0,0,0,0,,,0,0,1,1,Московские ярмарки,370.9,,,0,0,0,0,Молетон,376.5,0,0,1,2,0,0,0,0,,,0,0,0,0,,,0,1,2,6,,138.8,,,0,0,0,0,0,0,0,2,,797.8,,,0,0,0,0,0,,,residential,138.8,Москва,9134.9,0
3818.0,59.851801,30.318913,,,0,0,0,0,0,1,2,3,,278.2,0,0,0,0,,,Белорусские продукты,106.6,0,5,12,35,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,,,0,0,0,0,0,1,1,1,Московская,199.4,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,3,8,32,,204.3,commercial,151.7,Санкт-Петербург,7353.0,0
3819.0,60.001671,30.299321,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,Продукты,79.1,1,7,13,22,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,Ковчег,477.1,0,0,1,4,0,0,1,1,Пионерская,337.5,0,0,0,0,,,1,2,3,9,,74.4,,,0,0,0,0,0,0,0,0,,,,,0,1,5,10,26,,74.4,commercial,14.8,Санкт-Петербург,7075.4,0
3820.0,59.209419,39.898925,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,2,2,5,,133.8,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,93.4,2,0,0,0,0,,,residential,85.3,,,0
3821.0,55.995584,92.797541,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,25 часов,300.5,0,0,1,1,0,0,0,0,,,,,0,0,0,0,0,,,commercial,19.4,Красноярск,4918.5,0
3822.0,55.815337,37.575549,,49.8,1,13,36,92,0,0,1,4,,361.0,0,0,0,1,Юнистрим,843.9,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,,,0,0,0,0,0,1,1,1,Тимирязевская,206.0,0,0,0,0,,,0,2,4,20,,156.4,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,,,residential,156.4,,,0
3824.0,58.817844,125.535887,,,0,0,0,0,0,0,1,2,,438.5,0,0,0,0,,,Веста,53.1,2,6,15,17,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,Якутия,124.9,0,2,3,4,0,0,0,0,,,0,0,2,2,,432.3,0,0,0,0,,,,,0,0,0,0,0,1,1,1,Школьная улица,133.0,,14.8,7,1,1,1,4,,6.1,commercial,6.1,,,0
3828.0,56.261773,93.526856,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,Ермак,368.1,0,0,1,9,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,,41.4,1,1,1,1,0,0,0,0,,,,28.6,2,0,0,0,0,,,industrial,445.3,Красноярск,47287.0,0
3830.0,55.778735,37.602023,Московская Страховая Компания,35.6,3,28,69,303,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,Спарта,284.7,0,1,8,17,Сон в кубе,57.1,1,1,3,23,0,0,0,0,,,0,0,0,0,,,0,3,9,49,,159.2,,563.8,0,0,0,2,0,0,0,0,,,,54.9,46,0,6,18,85,,159.2,commercial,35.6,,,0
3831.0,56.011661,92.852401,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,2,2,Юбилейная (детская ж/д),371.6,0,1,1,2,,111.3,0,5,11,24,,162.9,Столица,826.6,0,0,0,4,0,1,11,20,,254.1,,51.1,5,0,0,0,0,,,residential,162.9,,,0
